"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","FROM_POINT","FROM_PT_TYPE","NAV_NAME","NAV_CITY","ARTCC","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","TO_POINT","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","NEXT_MEA_PT","MIN_ENROUTE_ALT","MIN_ENROUTE_ALT_DIR","MIN_ENROUTE_ALT_OPPOSITE","MIN_ENROUTE_ALT_OPPOSITE_DIR","GPS_MIN_ENROUTE_ALT","GPS_MIN_ENROUTE_ALT_DIR","GPS_MIN_ENROUTE_ALT_OPPOSITE","GPS_MEA_OPPOSITE_DIR","DD_IRU_MEA","DD_IRU_MEA_DIR","DD_I_MEA_OPPOSITE","DD_I_MEA_OPPOSITE_DIR","MIN_OBSTN_CLNC_ALT","MIN_CROSS_ALT","MIN_CROSS_ALT_DIR","MIN_CROSS_ALT_NAV_PT","MIN_CROSS_ALT_OPPOSITE","MIN_CROSS_ALT_OPPOSITE_DIR","MIN_RECEP_ALT","MAX_AUTH_ALT","MEA_GAP","REQD_NAV_PERFORMANCE","REMARK"
"2026/01/22","Y","C","T675",20,"BBIGG","WP   ","","","ZOB","K5","MI","US","U.S. CANADIAN BORDER-1",,,,"","",,"Y","N","Y","",,"",,"",2600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T675",30,"U.S. CANADIAN BORDER-1","","","","","","","","U.S. CANADIAN BORDER-2",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-2",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T675",40,"U.S. CANADIAN BORDER-2","","","","","","","","NOJJE",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-3",,"",,"",8000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T675",50,"NOJJE","WP   ","","","ZMP","K5","MI","US","RUXDU",279.61,98.55,27.31,"","",,"N","N","Y","",,"",,"",8000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T675",60,"RUXDU","WP   ","","","ZMP","K5","MI","US","U.S. CANADIAN BORDER-3",,,,"","",,"N","N","Y","",,"",,"",8000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T675",70,"U.S. CANADIAN BORDER-3","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",8000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T698",10,"U.S. CANADIAN BORDER-1","","","","","","","","EBGIX",,,,"","",,"N","N","N","HULTN",,"",,"",7600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T698",20,"EBGIX","WP   ","","","ZBW","K6","ME","US","HULTN",94.17,276.85,109.1,"","",,"N","N","Y","",,"",,"",7600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T698",30,"HULTN","WP   ","","","ZBW","K6","ME","US","ACTON",100.88,280.94,2.22,"","",,"N","N","Y","U.S. CANADIAN BORDER-2",,"",,"",2500,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T698",40,"ACTON","WP   ","","","ZBW","K6","ME","US","U.S. CANADIAN BORDER-2",,,,"","",,"N","N","Y","",,"",,"",2500,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T698",50,"U.S. CANADIAN BORDER-2","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",2500,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",10,"ACK","VOR/DME","NANTUCKET","NANTUCKET","ZBW","","MA","US","CLAMY",269.2,87.81,23.86,"","",,"N","N","Y","CLAMY",,"",,"",1800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",20,"CLAMY","RP   ","","","ZBW","K6","MA","US","DEEPO",269.2,87.81,14.15,"","",,"N","N","N","LIBBE",,"",,"",2500,"",,"",,"",,"",1300,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",30,"DEEPO","RP   ","","","ZBW","K6","MA","US","FLAPE",269.2,87.81,11,"","",,"N","N","N","",,"",,"",2500,"",,"",,"",,"",1300,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",40,"FLAPE","RP   ","","","ZBW","K6","MA","US","OSSER",269.2,87.81,6.31,"","",,"N","N","N","",,"",,"",2500,"",,"",,"",,"",1300,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",50,"OSSER","RP   ","","","ZBW","K6","NY","US","LIBBE",269.2,87.81,7.19,"","",,"N","N","N","",,"",,"",2500,"",,"",,"",,"",1300,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",60,"LIBBE","RP   ","","","ZBW","K6","NY","US","ARCAV",277,95.99,20.27,"","",,"N","N","Y","ORCHA",,"",,"",2500,"",,"",,"",,"",1600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",70,"ARCAV","WP   ","","","ZBW","K6","NY","US","ORCHA",277,95.99,23.54,"","",,"N","N","N","",,"",,"",2500,"",,"",,"",,"",1600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",80,"ORCHA","WP   ","","","ZBW","K6","NY","US","CCC",285.66,105.15,22.16,"","",,"N","N","Y","CCC",,"",,"",2000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",90,"CCC","VOR/DME","CALVERTON","CALVERTON","ZNY","","NY","US","BELTT",326.38,146.07,11.73,"","",,"N","N","Y","BELTT",,"",,"",2000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",100,"BELTT","RP   ","","","ZBW","K6","NY","US","NESSI",326.38,146.07,3.24,"","",,"N","N","N","EEGOR",,"",,"",1800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",110,"NESSI","RP   ","","","ZBW","K6","CT","US","EEGOR",326.38,146.07,5.29,"","",,"N","N","N","",,"",,"",1800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",120,"EEGOR","WP   ","","","ZBW","K6","CT","US","DENNA",337.17,156.85,5.37,"","",,"N","N","Y","DENNA",,"",,"",2100,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",130,"DENNA","RP   ","","","ZBW","K6","CT","US","FZOOL",337.17,156.85,6.89,"","",,"N","N","N","FZOOL",,"",,"",2400,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",140,"FZOOL","RP   ","","","ZBW","K6","CT","US","LOVES",337.17,156.85,15.74,"","",,"N","N","N","LOVES",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",150,"LOVES","RP   ","","","ZBW","K6","CT","US","DEEDE",352.87,172.78,6.88,"","",,"N","N","Y","DEEDE",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",160,"DEEDE","RP   ","","","ZBW","K6","NY","US","PAWLN",352.87,172.78,7.87,"","",,"N","N","N","PAWLN",,"",,"",3100,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",170,"PAWLN","WP   ","","","ZBW","K6","NY","US","TRESA",317.14,136.46,11.81,"","",,"N","N","Y","TRESA",,"",,"",3400,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",180,"TRESA","RP   ","","","ZBW","K6","NY","US","CYPER",317.14,136.46,24.55,"","",,"N","N","N","CYPER",,"",,"",6100,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",190,"CYPER","RP   ","","","ZBW","K6","NY","US","PETER",309.49,128.69,12.84,"","",,"N","N","Y","PETER",,"",,"",6100,"",,"",,"",,"",,,"","",,"",15000,17500,"",,""
"2026/01/22","Y","C","T705",200,"PETER","RP   ","","","ZBW","K6","NY","US","CODDI",309.49,128.69,23.66,"","",,"N","N","N","CODDI",,"",,"",5800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",210,"CODDI","RP   ","","","ZBW","K6","NY","US","MILID",2.17,182.11,7.68,"","",,"N","N","Y","MILID",,"",,"",4600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",220,"MILID","WP   ","","","ZBW","K6","NY","US","LAMMS",2.17,182.11,31.66,"","",,"N","N","N","LAMMS",,"",,"",3800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",230,"LAMMS","WP   ","","","ZBW","K6","NY","US","USICI",39.23,220.64,10.97,"","",,"N","N","Y","USICI",,"",,"",3400,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",240,"USICI","RP   ","","","ZBW","K6","NY","US","GACKE",39.23,220.64,8.75,"","",,"N","N","N","GACKE",,"",,"",4100,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",250,"GACKE","WP   ","","","ZBW","K6","NY","US","BECKS",39.23,220.64,15.44,"","",,"N","N","N","BECKS",,"",,"",5200,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",260,"BECKS","WP   ","","","ZBW","K6","NY","US","SMAIR",39.23,220.64,34.4,"","",,"N","N","N","SMAIR",,"",,"",5400,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",270,"SMAIR","WP   ","","","ZBW","K6","NY","US","FOSYU",39.23,220.64,10,"","",,"N","N","N","FOSYU",,"",,"",5300,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",280,"FOSYU","WP   ","","","ZBW","K6","NY","US","SRNAC",39.23,220.64,12.01,"","",,"N","N","N","SRNAC",,"",,"",5400,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",290,"SRNAC","WP   ","","","ZBW","K6","NY","US","UUBER",71.32,251.91,9.35,"","",,"N","N","Y","UUBER",,"",,"",5100,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",300,"UUBER","WP   ","","","ZBW","K6","NY","US","RIGID",71.32,251.91,13.96,"","",,"N","N","N","RIGID",,"",,"",5400,"",,"",,"",,"",,4800,"W BND","RIGID",,"",,17500,"",,""
"2026/01/22","Y","C","T705",310,"RIGID","WP   ","","","ZBW","K6","NY","US","PBERG",67.62,247.89,11.61,"","",,"N","N","Y","PBERG",,"",,"",3800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",320,"PBERG","WP   ","","","ZBW","K6","NY","US","LATTS",8.9,188.94,9.43,"","",,"N","N","Y","LATTS",,"",,"",3200,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",330,"LATTS","WP   ","","","ZBW","K6","NY","US","MUTNA",8.9,188.94,8.88,"","",,"N","N","N","U.S. CANADIAN BORDER-1",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",340,"MUTNA","WP   ","","","ZBW","K6","NY","US","U.S. CANADIAN BORDER-1",,,,"","",,"N","N","Y","",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T705",350,"U.S. CANADIAN BORDER-1","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","A","T719",10,"MOCKA","RP   ","","","ZAN","CY","","CA","U.S. CANADIAN BORDER-3",312.45,132.38,5.37,"","",,"N","N","Y","",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"",,""
"2026/01/22","Y","A","T719",20,"U.S. CANADIAN BORDER-3","","","","","","","","EEVER",,,,"","",,"N","N","N","LATCH",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","A","T719",30,"EEVER","RP   ","","","ZAN","PA","AK","US","LILDE",312.38,130.13,48.16,"","",,"N","N","Y","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","A","T719",40,"LILDE","WP   ","","","ZAN","PA","AK","US","LATCH",312.38,130.13,51.96,"","",,"N","N","N","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","A","T719",50,"LATCH","RP   ","","","ZAN","PA","AK","US","BKA",312.38,130.13,60.01,"","",,"N","N","N","BKA",,"",,"",4000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","A","T719",60,"BKA","VORTAC","BIORKA ISLAND","SITKA","ZAN","","AK","US","",,,,"","",,"N","N","Y","",,"",,"",4000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",10,"U.S. CANADIAN BORDER-1","","","","","","","","KATEK",,,,"","",,"N","N","N","DAVDA",,"",,"",2000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",20,"KATEK","WP   ","","","ZBW","K6","NY","US","DAVDA",81.66,261.87,7.56,"","",,"N","N","Y","",,"",,"",2000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",30,"DAVDA","WP   ","","","ZBW","K6","NY","US","SSENA",80.17,261,30.09,"","",,"N","N","Y","SSENA",,"",,"",2000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",40,"SSENA","WP   ","","","ZBW","K6","NY","US","TALNO",85.91,266.16,16.16,"","",,"N","N","Y","U.S. CANADIAN BORDER-2",,"",,"",2600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",50,"TALNO","WP   ","","","ZBW","K6","NY","US","U.S. CANADIAN BORDER-2",92.32,276.62,159.63,"","",,"Y","N","Y","",,"",,"",2600,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",60,"U.S. CANADIAN BORDER-2","","","","","","","","U.S. CANADIAN BORDER-4",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-4",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T739",70,"U.S. CANADIAN BORDER-4","","","","","","","","KERVO",,,,"","",,"N","N","N","CAMPO",,"",,"",5900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",80,"KERVO","WP   ","","","ZBW","K6","ME","US","CAMPO",104.15,284.48,12.77,"","",,"N","N","Y","",,"",,"",5900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",90,"CAMPO","WP   ","","","ZBW","K6","ME","US","WRAPT",98.15,280.06,42.42,"","",,"N","N","Y","MLT",,"",,"",6000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",100,"WRAPT","WP   ","","","ZBW","K6","ME","US","MLT",98.15,280.06,35.37,"","",,"N","N","N","",,"",,"",6000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",110,"MLT","VOR/DME","MILLINOCKET","MILLINOCKET","ZBW","","ME","US","PRENT",92.87,273.59,19.39,"","",,"N","N","Y","PRENT",,"",,"",1900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",120,"PRENT","WP   ","","","ZBW","K6","ME","US","DANOL",92.87,273.59,11.32,"","",,"N","N","N","U.S. CANADIAN BORDER-3",,"",,"",2800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",130,"DANOL","WP   ","","","ZBW","K6","ME","US","U.S. CANADIAN BORDER-3",,,,"","",,"N","N","Y","",,"",,"",2800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T739",140,"U.S. CANADIAN BORDER-3","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",2800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",10,"GRB","VORTAC","GREEN BAY","GREEN BAY","ZMP","","WI","US","SPRYS",6.67,186.98,24.64,"","",,"N","N","Y","SPRYS",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",20,"SPRYS","WP   ","","","ZMP","K5","WI","US","CRAZE",6.67,186.98,20.63,"","",,"N","N","N","CRAZE",,"",,"",2700,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",30,"CRAZE","WP   ","","","ZMP","K5","WI","US","BBEAR",6.67,186.98,30.48,"","",,"N","N","N","BBEAR",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",40,"BBEAR","WP   ","","","ZMP","K5","MI","US","EMQIF",353.63,173.26,16,"","",,"N","N","Y","EMQIF",,"",,"",3300,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",50,"EMQIF","WP   ","","","ZMP","K5","MI","US","CIBPA",353.63,173.26,52.75,"","",,"N","N","N","CIBPA",,"",,"",3800,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",60,"CIBPA","RP   ","","","ZMP","K5","MI","US","CMX",353.63,173.26,14,"","",,"N","N","N","CMX",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",70,"CMX","VOR/DME","HOUGHTON","HANCOCK","ZMP","","MI","US","VAYUC",333.87,153.17,14,"","",,"N","N","Y","U.S. CANADIAN BORDER-1",,"",,"",3100,"",,"",,"",,"",2600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",80,"VAYUC","RP   ","","","ZMP","K5","MI","US","FEMOK",333.87,153.17,6,"","",,"N","N","N","",,"",,"",3100,"",,"",,"",,"",2600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",90,"FEMOK","WP   ","","","ZMP","K5","MI","US","BBLUE",333.87,153.17,39.23,"","",,"N","N","N","",,"",,"",3100,"",,"",,"",,"",2600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",100,"BBLUE","WP   ","","","ZMP","K5","MI","US","U.S. CANADIAN BORDER-1",,,,"","",,"Y","N","Y","",,"",,"",3100,"",,"",,"",,"",2600,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",110,"U.S. CANADIAN BORDER-1","","","","","","","","U.S. CANADIAN BORDER-2",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-2",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T765",120,"U.S. CANADIAN BORDER-2","","","","","","","","ASIXX",,,,"","",,"N","N","N","INL",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",130,"ASIXX","WP   ","","","ZMP","K3","MN","US","TAGUC",276.75,95.51,12.77,"","",,"N","N","Y","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",140,"TAGUC","WP   ","","","ZMP","K3","MN","US","INL",276.75,95.51,18.45,"","",,"N","N","N","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T765",150,"INL","VOR/DME","INTERNATIONAL FALLS","INTERNATIONAL FALLS","ZMP","","MN","US","KORTY",300.21,120.16,2.8,"","",,"N","N","Y","U.S. CANADIAN BORDER-3",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,9000,"",,""
"2026/01/22","Y","C","T765",160,"KORTY","WP   ","","","ZMP","K3","MN","US","U.S. CANADIAN BORDER-3",,,,"","",,"Y","N","Y","",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,9000,"",,""
"2026/01/22","Y","C","T765",170,"U.S. CANADIAN BORDER-3","","","","","","","","U.S. CANADIAN BORDER-5",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-5",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T765",180,"U.S. CANADIAN BORDER-5","","","","","","","","LCROS",,,,"","",,"N","N","N","",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T765",190,"LCROS","WP   ","","","ZMP","K3","MN","US","CALDU",298.13,117.46,18.65,"","",,"N","N","Y","U.S. CANADIAN BORDER-6",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"",,""
"2026/01/22","Y","C","T765",200,"CALDU","WP   ","","","ZMP","K3","MN","US","U.S. CANADIAN BORDER-6",,,,"","",,"N","N","Y","",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"",,""
"2026/01/22","Y","C","T765",210,"U.S. CANADIAN BORDER-6","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"",,""
"2026/01/22","Y","C","T768",10,"INL","VOR/DME","INTERNATIONAL FALLS","INTERNATIONAL FALLS","ZMP","","MN","US","YUPNU",77.48,258.11,12,"","",,"N","N","Y","YUPNU",,"",,"",2900,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T768",20,"YUPNU","WP   ","","","ZMP","K3","MN","US","CIVLU",77.48,258.11,2,"","",,"N","N","N","CIVLU",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T768",30,"CIVLU","RP   ","","","ZMP","K3","MN","US","ARBBY",77.48,258.11,2.2,"","",,"N","N","N","U.S. CANADIAN BORDER-1",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T768",40,"ARBBY","WP   ","","","ZMP","K3","MN","US","U.S. CANADIAN BORDER-1",,,,"","",,"N","N","Y","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T768",50,"U.S. CANADIAN BORDER-1","","","","","","","","",,,,"","",,"N","N","N","",,"",,"",3000,"",,"",,"",,"",,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",10,"U.S. CANADIAN BORDER-1","","","","","","","","KAYCY",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-2",,"",,"",15000,"",,"",,"",,"",2400,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",20,"KAYCY","WP   ","","","ZWG","K5","MI","US","KMNGO",106.44,287.49,58.06,"","",,"N","N","Y","",,"",,"",15000,"",,"",,"",,"",2400,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",30,"KMNGO","WP   ","","","ZWG","K5","MI","US","U.S. CANADIAN BORDER-2",,,,"","",,"Y","N","Y","",,"",,"",15000,"",,"",,"",,"",2400,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",40,"U.S. CANADIAN BORDER-2","","","","","","","","U.S. CANADIAN BORDER-3",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-3",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T776",50,"U.S. CANADIAN BORDER-3","","","","","","","","NCOLY",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-4",,"",,"",15000,"",,"",,"",,"",1900,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",60,"NCOLY","WP   ","","","ZYZ","K5","MI","US","WAGGO",142.14,322.53,11.08,"","",,"N","N","Y","",,"",,"",15000,"",,"",,"",,"",1900,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",70,"WAGGO","WP   ","","","ZYZ","K5","MI","US","RRBEE",142.14,322.53,11.44,"","",,"N","N","N","",,"",,"",15000,"",,"",,"",,"",1900,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",80,"RRBEE","WP   ","","","ZMP","K5","MI","US","U.S. CANADIAN BORDER-4",,,,"","",,"Y","N","Y","",,"",,"",15000,"",,"",,"",,"",1900,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",90,"U.S. CANADIAN BORDER-4","","","","","","","","U.S. CANADIAN BORDER-5",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-5",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T776",100,"U.S. CANADIAN BORDER-5","","","","","","","","SKOWT",,,,"","",,"N","N","N","SSM",,"",,"",15000,"",,"",,"",,"",2100,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",110,"SKOWT","WP   ","","","ZMP","K5","MI","US","SSM",143.16,323.31,7,"","",,"N","N","Y","",,"",,"",15000,"",,"",,"",,"",2100,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T776",120,"SSM","VOR/DME","SAULT STE MARIE","SAULT STE MARIE","ZMP","","MI","US","",,,,"","",,"N","N","Y","",,"",,"",15000,"",,"",,"",,"",2100,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",10,"FNT","VORTAC","FLINT","FLINT","ZOB","","MI","US","KATTY",97.96,278.29,10.26,"","",,"N","N","Y","KATTY",,"",,"",3000,"",,"",,"",,"",2300,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",20,"KATTY","RP   ","","","ZOB","K5","MI","US","HANKY",98.29,278.49,6.5,"","",,"N","N","Y","HANKY",,"",,"",4000,"",,"",,"",,"",2900,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",30,"HANKY","WP   ","","","ZOB","K5","MI","US","ADRIE",98.49,278.84,11.14,"","",,"N","N","Y","ADRIE",,"",,"",4000,"",,"",,"",,"",2800,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",40,"ADRIE","WP   ","","","ZOB","K5","MI","US","MARGN",98.85,279.48,20.58,"","",,"N","N","Y","MARGN",,"",,"",4000,"",,"",,"",,"",2800,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",50,"MARGN","RP   ","","","ZOB","K5","MI","US","BLUEZ",99.52,279.68,5.3,"","",,"N","N","Y","BLUEZ",,"",,"",4000,"",,"",,"",,"",2800,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",60,"BLUEZ","WP   ","","","ZOB","K5","MI","US","CFKMG",99.66,279.72,3.93,"","",,"N","N","Y","U.S. CANADIAN BORDER-1",,"",,"",4000,"",,"",,"",,"",2800,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",70,"CFKMG","CN   ","","","ZOB","K5","MI","US","U.S. CANADIAN BORDER-1",,,,"","",,"Y","N","Y","",,"",,"",4000,"",,"",,"",,"",2800,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",80,"U.S. CANADIAN BORDER-1","","","","","","","","U.S. CANADIAN BORDER-2",,,,"","",,"N","N","N","U.S. CANADIAN BORDER-2",,"",,"",,"",,"",,"",,"",,,"","",,"",,,"N",,""
"2026/01/22","Y","C","T781",90,"U.S. CANADIAN BORDER-2","","","","","","","","PINTE",,,,"","",,"N","N","N","HULTN",,"",,"",7000,"",,"",,"",,"",4000,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",100,"PINTE","WP   ","","","ZBW","K6","ME","US","HULTN",119.33,301.46,95.47,"","",,"N","N","Y","",,"",,"",7000,"",,"",,"",,"",4000,,"","",,"",,17500,"",,""
"2026/01/22","Y","C","T781",110,"HULTN","WP   ","","","ZBW","K6","ME","US","",,,,"","",,"N","N","Y","",,"",,"",7000,"",,"",,"",,"",4000,,"","",,"",,17500,"",,""
