"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","REGION_CODE","ADO_CODE","STATE_NAME","COUNTY_NAME","COUNTY_ASSOC_STATE","ARPT_NAME","OWNERSHIP_TYPE_CODE","FACILITY_USE_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_METHOD_CODE","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","TPA","CHART_NAME","DIST_CITY_TO_AIRPORT","DIRECTION_CODE","ACREAGE","RESP_ARTCC_ID","COMPUTER_ID","ARTCC_NAME","FSS_ON_ARPT_FLAG","FSS_ID","FSS_NAME","PHONE_NO","TOLL_FREE_NO","ALT_FSS_ID","ALT_FSS_NAME","ALT_TOLL_FREE_NO","NOTAM_ID","NOTAM_FLAG","ACTIVATION_DATE","ARPT_STATUS","FAR_139_TYPE_CODE","FAR_139_CARRIER_SER_CODE","ARFF_CERT_TYPE_DATE","NASP_CODE","ASP_ANLYS_DTRM_CODE","CUST_FLAG","LNDG_RIGHTS_FLAG","JOINT_USE_FLAG","MIL_LNDG_FLAG","INSPECT_METHOD_CODE","INSPECTOR_CODE","LAST_INSPECTION","LAST_INFO_RESPONSE","FUEL_TYPES","AIRFRAME_REPAIR_SER_CODE","PWR_PLANT_REPAIR_SER","BOTTLED_OXY_TYPE","BULK_OXY_TYPE","LGT_SKED","BCN_LGT_SKED","TWR_TYPE_CODE","SEG_CIRCLE_MKR_FLAG","BCN_LENS_COLOR","LNDG_FEE_FLAG","MEDICAL_USE_FLAG","ARPT_PSN_SOURCE","POSITION_SRC_DATE","ARPT_ELEV_SOURCE","ELEVATION_SRC_DATE","CONTR_FUEL_AVBL","TRNS_STRG_BUOY_FLAG","TRNS_STRG_HGR_FLAG","TRNS_STRG_TIE_FLAG","OTHER_SERVICES","WIND_INDCR_FLAG","ICAO_ID","MIN_OP_NETWORK","USER_FEE_FLAG","CTA"
"2026/02/19","12485.01","A","MT","MT19","RONAN","US","ANM","HLN","MONTANA","LAKE","MT","HOVERSLAND","PR","PR",47,35,27.77,"N",47.59104722,114,3,8.394,"W",-114.05233166,"E",3330,"E",18,"E",1985,,"GREAT FALLS",4,"NE",5,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1991/03","O","","","","","CONDL","","","","","2","N","","2023/10/23","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","",""
"2026/02/19","12489.","A","MT","RPX","ROUNDUP","US","ANM","HLN","MONTANA","MUSSELSHELL","MT","ROUNDUP","PU","PU",46,28,30,"N",46.475,108,32,36.3,"W",-108.54341666,"E",3490.3,"S",11,"E",2015,,"BILLINGS",2,"N",367,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1940/04","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2025/05/01","","100LL,A1","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2012/11/28","3RD PARTY SURVEY","2012/11/28","","","Y","Y","AGRI,CHTR,INSTR,PAJA,RNTL,SURV","Y-L","KRPX","N","",""
"2026/02/19","12489.5","A","MT","MT79","ROY","US","ANM","HLN","MONTANA","FERGUS","MT","SAND CREEK WILDLIFE STATION","PU","PR",47,35,2.959,"N",47.58415527,108,42,32.547,"W",-108.70904083,"E",2940,"E",16,"E",1985,,"BILLINGS",18,"NE",20,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1990/07","O","","","","","NOT ANALYZED","","","","","2","N","","2020/03/11","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","12490.","A","MT","M42","RUSSIAN FLAT","US","ANM","HLN","MONTANA","JUDITH BASIN","MT","RUSSIAN FLAT","PU","PU",46,43,27.52,"N",46.72431111,110,25,4.18,"W",-110.41782777,"E",6336,"E",,"",,,"GREAT FALLS",0,"N",50,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","2010/08","O","","","","","NO OBJECTION","","","","","S","S","2023/06/22","","","","","NONE","NONE","","","NON-ATCT","","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","12490.7","A","MT","8U0","RYEGATE","US","ANM","HLN","MONTANA","GOLDEN VALLEY","MT","RYEGATE","PU","PU",46,17,25.7,"N",46.29047222,109,14,51.7,"W",-109.24769444,"E",3689,"E",15,"E",1985,,"GREAT FALLS",1,"S",42,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1964/10","O","","","","","NO OBJECTION","N","N","","","S","S","2023/05/03","","","","","","","","","NON-ATCT","Y","","N","","FAA-EST","2013/02/14","","","","","","Y","","Y","","N","",""
"2026/02/19","12490.71","A","MT","3MT3","RYEGATE","US","ANM","HLN","MONTANA","STILLWATER","MT","THREE CROSS RANCH","PR","PR",46,7,32,"N",46.12555555,109,21,54,"W",-109.365,"E",3930,"E",,"",,,"GREAT FALLS",12,"SSW",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2007/03","O","","","","","NO OBJECTION","","","","","2","N","","2024/02/22","","","","","","","","NON-ATCT","","","","","NACO","2007/05/23","NACO","2007/05/23","","","","","","Y","","N","",""
"2026/02/19","12491.3","A","MT","52S","ST IGNATIUS","US","ANM","HLN","MONTANA","LAKE","MT","ST IGNATIUS","PU","PU",47,19,30,"N",47.325,114,4,51,"W",-114.08083333,"E",3006,"S",18,"E",1985,,"GREAT FALLS",1,"NE",80,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1950/08","O","","","","","NOT ANALYZED","","","","","S","S","2024/05/15","","100LL","MINOR","MINOR","","","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","FAA-EST","2011/03/01","","","","","","Y","","Y","","N","",""
"2026/02/19","12492.3","A","MT","1MT7","SAND COULEE","US","ANM","HLN","MONTANA","CASCADE","MT","PRILL FLD","PR","PR",47,25,15.85,"N",47.42106944,111,9,30.88,"W",-111.15857777,"E",3420,"",15,"E",2000,,"GREAT FALLS",1,"N",302,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2002/05","O","","","","","NO OBJECTION","","","","","","N","","2020/10/02","","","","","","","","NON-ATCT","N","","","","OWNER","2001/07/17","OWNER","2001/07/17","","","","","","Y","","N","",""
"2026/02/19","12492.41","A","MT","8U1","SAND SPRINGS","US","ANM","HLN","MONTANA","GARFIELD","MT","SAND SPRINGS STRIP","PR","PU",47,6,14.9,"N",47.10413888,107,30,10.5,"W",-107.50291666,"E",3180,"E",14,"E",1985,720,"BILLINGS",1,"NW",25,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1970/01","O","","","","","NO OBJECTION","","","","","S","S","2025/09/23","","","NONE","NONE","NONE","NONE","","","NON-ATCT","N","","N","","FAA-EST","2013/02/14","","","","","","Y","","Y","","N","",""
"2026/02/19","12494.","A","MT","8U2","SCHAFER","US","ANM","HLN","MONTANA","FLATHEAD","MT","SCHAFER /USFS/","PU","PU",48,4,46.6,"N",48.07961111,113,14,42,"W",-113.245,"E",4856,"E",18,"E",1985,,"GREAT FALLS",15,"SE",49,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1945/03","O","","","","","NOT ANALYZED","","","","","S","S","2024/06/26","","","NONE","NONE","NONE","NONE","","","NON-ATCT","N","","N","","FAA-EST","2013/02/14","","","","","","Y","","Y","","N","",""
"2026/02/19","12495.","A","MT","9S2","SCOBEY","US","ANM","HLN","MONTANA","DANIELS","MT","SCOBEY","PU","PU",48,48,27.8,"N",48.80772222,105,26,22.1,"W",-105.43947222,"E",2434,"S",12,"E",2000,,"BILLINGS",1,"NW",175,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1940/04","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2025/08/27","","100LL,A","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2010/07/22","3RD PARTY SURVEY","2010/07/22","","","Y","Y","AGRI,CHTR","Y-L","","N","",""
"2026/02/19","12495.1","A","MT","8U3","SCOBEY","US","ANM","HLN","MONTANA","DANIELS","MT","SCOBEY BORDER STATION/EAST POPLAR INTL","PU","PU",48,59,58.3,"N",48.99952777,105,24,0.9,"W",-105.40025,"E",2501,"S",14,"E",1985,,"BILLINGS",13,"N",6,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1960/03","O","","","","","NO OBJECTION","N","Y","","","S","S","2025/04/18","","","NONE","NONE","NONE","NONE","","","NON-ATCT","Y","","N","","FAA-EST","2013/02/14","","","","","","N","","Y","","N","",""
"2026/02/19","12496.","A","MT","MT39","SEELEY LAKE","US","ANM","HLN","MONTANA","MISSOULA","MT","BLACK CANYON RANCH","PR","PR",47,6,21.77,"N",47.10604722,113,19,3,"W",-113.3175,"E",4260,"E",17,"E",1990,,"GREAT FALLS",12,"E",,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1994/07","CI","","","","","CONDL","","","","","2","N","","1994/07/06","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","12496.1","A","MT","23S","SEELEY LAKE","US","ANM","HLN","MONTANA","MISSOULA","MT","SEELEY LAKE","PU","PU",47,10,55,"N",47.18194444,113,26,42.8,"W",-113.44522222,"E",4256,"E",18,"E",1985,,"GREAT FALLS",2,"E",48,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1964/08","O","","","","","NO OBJECTION","","","","","S","S","2024/05/15","","","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","W","N","","FAA-EST","2010/09/08","","","","","","Y","","Y","","N","",""
"2026/02/19","12496.11","C","MT","M35","SEELEY LAKE","US","ANM","HLN","MONTANA","MISSOULA","MT","LINDEY'S LANDING WEST","PR","PU",47,10,27.767,"N",47.17437972,113,28,48.283,"W",-113.48007861,"E",3993,"E",18,"E",1985,,"GREAT FALLS",1,"NW",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1982/12","O","","","","","NO OBJECTION","","","","","S","S","2024/09/16","1982/11/16","MOGAS","","","","","","","NON-ATCT","N","","N","","OWNER","","OWNER","","","","","Y","","Y","","N","",""
"2026/02/19","12496.12","A","MT","42MT","SEELEY LAKE","US","ANM","HLN","MONTANA","MISSOULA","MT","CROWN RANCH AIRPARK","PR","PR",47,24,52.984,"N",47.41471777,113,37,20.4906,"W",-113.6223585,"E",4532,"E",,"",,,"GREAT FALLS",18,"N",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2025/03","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","ADO","2025/03/04","ADO","2025/03/04","","","","","","","","N","",""
"2026/02/19","12497.12","A","MT","11MT","SHAWMUT","US","ANM","HLN","MONTANA","WHEATLAND","MT","LAMMERS","PR","PR",46,27,46,"N",46.46277777,109,29,26,"W",-109.49055555,"E",4098,"E",,"",,,"GREAT FALLS",10,"N",0,"ZLC","ZCU","SALT LAKE CITY","","BOI","BOISE","","1-800-WX-BRIEF","","","","","","2017/07","O","","","","","CONDL","","","","","","N","","2024/02/05","","","","","","","","NON-ATCT","","","","","OWNER","2017/07/01","OWNER","2017/07/01","","","","","","Y","","N","",""
"2026/02/19","12499.","A","MT","SBX","SHELBY","US","ANM","HLN","MONTANA","TOOLE","MT","SHELBY","PU","PU",48,32,26.5,"N",48.54069444,111,52,16.5,"W",-111.87125,"E",3442.9,"S",15,"E",2005,,"GREAT FALLS",2,"N",634,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1948/10","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2023/07/27","","100LL,A+","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2009/08/27","3RD PARTY SURVEY","2009/08/27","","","N","Y","AGRI,INSTR,RNTL","Y-L","KSBX","N","",""
"2026/02/19","12503.","A","MT","SDY","SIDNEY","US","ANM","HLN","MONTANA","RICHLAND","MT","SIDNEY-RICHLAND RGNL","PU","PU",47,42,24.686,"N",47.70685722,104,11,33.199,"W",-104.19255527,"E",1985.1,"S",9,"E",2010,,"BILLINGS",1,"W",335,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","SDY","Y","1951/01","O","III A","S","2005/07","NGY","NO OBJECTION","N","N","N","Y","S","F","2024/07/31","","100LL,A","MAJOR","MAJOR","HIGH","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2024/10/23","3RD PARTY SURVEY","2024/10/23","","","Y","Y","AFRT,AGRI,CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KSDY","N","",""
"2026/02/19","12503.655","A","MT","09MT","SULA","US","ANM","HLN","MONTANA","RAVALLI","MT","PAINT CREEK RANCH","PR","PR",45,54,33.6438,"N",45.9093455,113,45,47.4588,"W",-113.763183,"E",5060,"E",,"",,,"GREAT FALLS",10,"NE",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2024/01","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","ADO","2024/01/22","ADO","2024/01/22","","","","","","","","N","",""
"2026/02/19","12508.","H","MT","MT14","SOMERS","US","ANM","HLN","MONTANA","FLATHEAD","MT","MARCO BAY","PR","PR",48,3,4,"N",48.05111111,114,13,46,"W",-114.22944444,"E",2940,"E",,"",,,"GREAT FALLS",2,"NNE",1,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2010/11","O","","","","","NO OBJECTION","","","","","2","N","","2025/07/21","","","","","","","","NON-ATCT","","","","","FAA","2025/07/21","FAA","2025/07/21","","","","","","Y","","N","",""
"2026/02/19","12508.01","A","MT","MT61","SOMERS","US","ANM","HLN","MONTANA","FLATHEAD","MT","TAYLOR HOMESTEAD","PR","PR",48,5,34.165,"N",48.09282361,114,9,28.66,"W",-114.15796111,"E",2903,"E",,"",,,"GREAT FALLS",3,"E",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2020/02","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","2020/02/04","OWNER","","","","","","","","","N","",""
"2026/02/19","12511.","A","MT","8U4","SPOTTED BEAR","US","ANM","HLN","MONTANA","FLATHEAD","MT","SPOTTED BEAR /USFS/","PU","PU",47,57,42,"N",47.96166666,113,33,34.1,"W",-113.55947222,"E",3672,"E",18,"E",1985,,"GREAT FALLS",3,"NW",26,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1945/03","O","","","","","NOT ANALYZED","","","N","","S","S","2024/06/26","","","NONE","NONE","NONE","NONE","","","NON-ATCT","N","","N","","FAA-EST","2013/02/14","","","","Y","","Y","","Y","","N","",""
"2026/02/19","12512.","A","MT","S64","STANFORD","US","ANM","HLN","MONTANA","JUDITH BASIN","MT","STANFORD/BIGGERSTAFF FLD","PU","PU",47,8,48.707,"N",47.14686305,110,13,48.164,"W",-110.23004555,"E",4327.6,"S",11,"E",2025,,"GREAT FALLS",1,"S",133,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1947/04","O","","","","NGY","NOT ANALYZED","N","N","N","Y","S","S","2023/09/12","","","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2021/02/05","3RD PARTY SURVEY","2021/02/05","","","Y","Y","","Y-L","","N","",""
"2026/02/19","12512.01","A","MT","MT73","STANFORD","US","ANM","HLN","MONTANA","JUDITH BASIN","MT","WOLF CREEK","PR","PR",47,14,16.2737,"N",47.2378538,110,10,34.9556,"W",-110.17637655,"E",3984,"E",,"",,,"GREAT FALLS",5,"NNE",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2024/07","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","ADO","2024/07/25","ADO","2024/07/25","","","","","","","","N","",""
"2026/02/19","12513.","A","MT","32S","STEVENSVILLE","US","ANM","HLN","MONTANA","RAVALLI","MT","STEVENSVILLE","PU","PU",46,31,30.4,"N",46.52511111,114,3,10.1,"W",-114.05280555,"E",3613.5,"S",16,"E",2000,800,"GREAT FALLS",2,"NE",207,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1940/04","O","","","","NGY","NOT ANALYZED","N","N","N","Y","S","S","2024/06/07","","100LL","MAJOR","MAJOR","LOW","","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2017/04/19","3RD PARTY SURVEY","2017/04/19","","","","Y","AMB,CHTR,INSTR,RNTL","Y-L","","N","",""
"2026/02/19","12513.01","A","MT","MT32","STEVENSVILLE","US","ANM","HLN","MONTANA","RAVALLI","MT","CKYE FLD","PR","PR",46,32,19.721,"N",46.53881138,114,2,23.372,"W",-114.03982555,"E",3600,"E",18,"E",1985,,"GREAT FALLS",3,"NE",,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1980/09","O","","","","","CONDL","","","","","2","N","","2023/09/21","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","",""
"2026/02/19","12513.02","A","MT","98MT","STEVENSVILLE","US","ANM","HLN","MONTANA","RAVALLI","MT","ROSEMONT","PR","PR",46,26,34.13,"N",46.44281388,114,0,11.46,"W",-114.00318333,"E",4172,"E",,"",,,"GREAT FALLS",4,"SE",160,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2004/10","O","","","","","CONDL","","","","","2","N","","2020/04/27","","","","","","","","NON-ATCT","","","","","OWNER","2004/02/27","OWNER","2004/02/27","","","","","","Y","","N","",""
"2026/02/19","12513.03","H","MT","48MT","STEVENSVILLE","US","ANM","HLN","MONTANA","RAVALLI","MT","THE LANDING ZONE","PR","PR",46,26,28,"N",46.44111111,114,3,42,"W",-114.06166666,"E",3680,"E",,"",,,"GREAT FALLS",8,"SSE",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2009/09","O","","","","","CONDL","","","","","2","N","","2025/07/01","","","","","","","","NON-ATCT","","","","","OWNER","2025/07/01","OWNER","2008/03/13","","","","","","Y","","N","",""
"2026/02/19","12516.01","H","MT","MT64","SUPERIOR","US","ANM","HLN","MONTANA","MINERAL","MT","MINERAL COUNTY HOSPITAL","PU","PR",47,11,8.2,"N",47.18561111,114,52,38.85,"W",-114.87745833,"E",2800,"E",18,"E",1985,,"GREAT FALLS",0,"N",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1987/02","O","","","","","CONDL","","","","","2","N","","2020/05/07","","","","","","","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2014/08/26","","","","","","","","","","N","",""
"2026/02/19","12516.1","A","MT","9S4","SUPERIOR","US","ANM","HLN","MONTANA","MINERAL","MT","MINERAL COUNTY","PU","PU",47,10,5.734,"N",47.16825944,114,51,13.468,"W",-114.85374111,"E",2787,"E",18,"E",1985,,"GREAT FALLS",2,"SE",70,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1960/08","O","","","","NGY","NOT ANALYZED","N","N","N","Y","S","S","2024/08/14","","100LL","NONE","NONE","NONE","NONE","","","NON-ATCT","Y","","N","","","","NACO","1990/07/19","","","N","Y","","Y","","N","",""
"2026/02/19","12518.","A","MT","7S8","SWEETGRASS","US","ANM","HLN","MONTANA","TOOLE","MT","ROSS INTL","PU","PU",48,59,54.8,"N",48.99855555,111,58,41.6,"W",-111.97822222,"E",3553,"S",18,"E",1985,,"GREAT FALLS",1,"W",20,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1959/10","O","","","","","NO OBJECTION","N","Y","N","Y","S","S","2023/06/13","","","","","","","","","NON-ATCT","Y","","N","","FAA-EST","2012/04/02","","","","","","Y","","Y","","N","",""
"2026/02/19","12523.","A","MT","8U6","TERRY","US","ANM","HLN","MONTANA","PRAIRIE","MT","TERRY","PU","PU",46,46,37.7,"N",46.77713888,105,18,47.2,"W",-105.31311111,"E",2283,"S",13,"E",1985,,"BILLINGS",1,"SE",95,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1947/05","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2025/07/17","","","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","NACO","2004/09/01","NACO","2004/09/01","","","","Y","","Y-L","","N","",""
"2026/02/19","12525.","A","MT","THM","THOMPSON FALLS","US","ANM","HLN","MONTANA","SANDERS","MT","THOMPSON FALLS","PU","PU",47,34,24.592,"N",47.57349777,115,16,50.362,"W",-115.28065611,"E",2467.1,"E",19,"E",1980,,"GREAT FALLS",3,"SE",136,"ZSE","ZCS","SEATTLE","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1944/12","O","","","","NGY","NOT ANALYZED","N","N","N","N","S","S","2024/09/11","","100LL","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2021/12/07","3RD PARTY SURVEY","2021/12/07","","","","Y","","Y-L","KTHM","N","",""
"2026/02/19","12525.12","A","MT","MT69","THOMPSON FALLS","US","ANM","HLN","MONTANA","SANDERS","MT","LITTLEBEAR","PR","PR",47,43,39.81,"N",47.727725,115,27,52.61,"W",-115.46461388,"E",2579,"E",,"",,,"GREAT FALLS",9,"NW",0,"ZSE","ZCS","SEATTLE","","BOI","BOISE","","1-800-WX-BRIEF","","","","","","2019/01","O","","","","","NO OBJECTION","","","","","","N","","2023/09/25","","","","","","","","NON-ATCT","","","","","OWNER","2017/06/18","OWNER","2017/06/18","","","","","","","","N","",""
"2026/02/19","12525.2","A","MT","0MT7","THOMPSON FALLS","US","ANM","HLN","MONTANA","SANDERS","MT","PINEHURST RANCH","PR","PR",47,39,38.8,"N",47.66077777,115,24,14.6,"W",-115.40405555,"E",2460,"E",18,"E",1995,,"GREAT FALLS",5,"NW",200,"ZSE","ZCS","SEATTLE","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1997/01","O","","","","","CONDL","","","","","","N","","2025/02/25","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","12529.","A","MT","9S5","THREE FORKS","US","ANM","HLN","MONTANA","GALLATIN","MT","THREE FORKS","PU","PU",45,52,41.2,"N",45.87811111,111,34,10,"W",-111.56944444,"E",4089.4,"S",16,"E",1985,,"GREAT FALLS",1,"SE",182,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1949/06","O","","","","NGY","NOT ANALYZED","N","N","N","N","S","S","2023/06/30","","100LL","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2014/02/25","3RD PARTY SURVEY","2014/02/25","","","Y","Y","AGRI,INSTR,PAJA","Y-L","","N","",""
"2026/02/19","12529.01","A","MT","MT42","THREE FORKS","US","ANM","HLN","MONTANA","GALLATIN","MT","HASSKAMP","PR","PR",45,54,37.741,"N",45.91048361,111,30,49.888,"W",-111.51385777,"E",4052,"E",16,"E",1985,,"GREAT FALLS",2,"NE",12,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","N","1990/11","O","","","","","NO OBJECTION","","","","","2","N","","2021/08/25","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","12529.02","A","MT","MT36","THREE FORKS","US","ANM","HLN","MONTANA","JEFFERSON","MT","OTTERTAIL LAKE","PU","PR",45,49,8.145,"N",45.81892916,111,41,45.19,"W",-111.69588611,"E",4155,"E",,"",,,"GREAT FALLS",8,"SW",,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2020/01","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","2019/12/30","OWNER","","","","","","","","","N","",""
"2026/02/19","12529.4","A","MT","B70","TIBER DAM","US","ANM","HLN","MONTANA","LIBERTY","MT","TIBER DAM","PU","PU",48,18,49.935,"N",48.31387083,111,6,32.908,"W",-111.10914111,"E",3023,"E",17,"E",1985,,"GREAT FALLS",1,"SW",20,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1988/04","O","","","","","CONDL","","","","","S","S","2023/06/13","1987/09/29","","","","","","","","NON-ATCT","Y","","","","","","","","","","","Y","","Y","","N","",""
"2026/02/19","12531.","A","MT","8U8","TOWNSEND","US","ANM","HLN","MONTANA","BROADWATER","MT","BROADWATER COUNTY","PU","PU",46,19,52.435,"N",46.33123194,111,28,57.31,"W",-111.48258611,"E",3897.2,"E",16,"E",1985,,"GREAT FALLS",2,"E",125,"ZLC","ZCU","SALT LAKE CITY","N","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","GTF","Y","1941/05","O","","","","N","NOT ANALYZED","N","N","N","N","S","S","2023/04/17","","100LL","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","NACO","2004/03/16","NACO","2004/03/16","","","N","Y","AGRI","Y-L","","N","",""
"2026/02/19","12531.01","A","MT","8MT4","TOWNSEND","US","ANM","HLN","MONTANA","BROADWATER","MT","ELK MEADOWS RANCH","PR","PR",46,32,9,"N",46.53583333,111,29,56,"W",-111.49888888,"E",4066,"E",,"",,,"GREAT FALLS",8,"N",60,"ZLC","ZCU","SALT LAKE CITY","","GTF","GREAT FALLS","","1-800-WX-BRIEF","","","","","","2010/03","O","","","","","CONDL","","","","","2","N","","2024/01/12","","","","","","","","NON-ATCT","","","","","OWNER","2009/11/13","OWNER","2009/11/13","","","","","","Y","","N","",""
