"EFF_DATE","ORIGIN_ID","DSTN_ID","PFR_TYPE_CODE","ROUTE_NO","SEGMENT_SEQ","SEG_VALUE","SEG_TYPE","STATE_CODE","COUNTRY_CODE","ICAO_REGION_CODE","NAV_TYPE","NEXT_SEG"
"2026/01/22","PHL","ORL","H",1,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","ORL","H",1,20,"TRPOD","FIX","MD","US","K6","","Q409"
"2026/01/22","PHL","ORL","H",1,25,"Q409","AIRWAY","","","","","CRPLR"
"2026/01/22","PHL","ORL","H",1,30,"CRPLR","FIX","VA","US","K6","","Q85"
"2026/01/22","PHL","ORL","H",1,35,"Q85","AIRWAY","","","","","LPERD"
"2026/01/22","PHL","ORL","H",1,40,"LPERD","FIX","FL","US","K7","","TTHOR3"
"2026/01/22","PHL","ORL","H",1,45,"TTHOR3","STAR","","","","",""
"2026/01/22","PHL","PBI","H",1,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","PBI","H",1,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","PBI","H",1,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","PBI","H",1,20,"TRPOD","FIX","MD","US","K6","","CRPLR"
"2026/01/22","PHL","PBI","H",1,25,"CRPLR","FIX","VA","US","K6","","PAACK"
"2026/01/22","PHL","PBI","H",1,30,"PAACK","FIX","NC","US","K7","","Q97"
"2026/01/22","PHL","PBI","H",1,35,"Q97","AIRWAY","","","","","KENLL"
"2026/01/22","PHL","PBI","H",1,40,"KENLL","FIX","FL","US","K7","","CPTAN3"
"2026/01/22","PHL","PBI","H",1,45,"CPTAN3","STAR","","","","",""
"2026/01/22","PHL","PBI","H",3,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","PBI","H",3,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","PBI","H",3,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","PBI","H",3,20,"TRPOD","FIX","MD","US","K6","","Q409"
"2026/01/22","PHL","PBI","H",3,25,"Q409","AIRWAY","","","","","CRPLR"
"2026/01/22","PHL","PBI","H",3,30,"CRPLR","FIX","VA","US","K6","","EARZZ"
"2026/01/22","PHL","PBI","H",3,35,"EARZZ","FIX","NC","US","K7","","Q131"
"2026/01/22","PHL","PBI","H",3,40,"Q131","AIRWAY","","","","","WAALT"
"2026/01/22","PHL","PBI","H",3,45,"WAALT","FIX","NC","US","K7","","Y289"
"2026/01/22","PHL","PBI","H",3,50,"Y289","AIRWAY","","","","","DULEE"
"2026/01/22","PHL","PBI","H",3,55,"DULEE","FIX","OA","US","K","","CLMNT2"
"2026/01/22","PHL","PBI","H",3,60,"CLMNT2","STAR","","","","",""
"2026/01/22","PHL","PBI","H",4,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","PBI","H",4,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","PBI","H",4,15,"HAYDO","FIX","DE","US","K6","","SIE"
"2026/01/22","PHL","PBI","H",4,20,"SIE","NAVAID","NJ","US","","VORTAC","B24"
"2026/01/22","PHL","PBI","H",4,25,"B24","AIRWAY","","","","","LYNUS"
"2026/01/22","PHL","PBI","H",4,30,"LYNUS","FIX","OA","US","K","","SILLY"
"2026/01/22","PHL","PBI","H",4,35,"SILLY","FIX","OA","US","K","","Y485"
"2026/01/22","PHL","PBI","H",4,40,"Y485","AIRWAY","","","","","STERN"
"2026/01/22","PHL","PBI","H",4,45,"STERN","FIX","OA","US","K","","Y493"
"2026/01/22","PHL","PBI","H",4,50,"Y493","AIRWAY","","","","","BAHAA"
"2026/01/22","PHL","PBI","H",4,55,"BAHAA","FIX","OA","US","K","","DULEE"
"2026/01/22","PHL","PBI","H",4,60,"DULEE","FIX","OA","US","K","","CLMNT2"
"2026/01/22","PHL","PBI","H",4,65,"CLMNT2","STAR","","","","",""
"2026/01/22","PHL","PHF","H",1,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","PHF","H",1,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","PHF","H",1,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","PHF","H",1,20,"TRPOD","FIX","MD","US","K6","","OUTLA1"
"2026/01/22","PHL","PHF","H",1,25,"OUTLA1","STAR","","","","",""
"2026/01/22","PHL","PIT","H",1,5,"MXE","NAVAID","PA","US","","VORTAC","PENSY"
"2026/01/22","PHL","PIT","H",1,10,"PENSY","FIX","PA","US","K6","","J110"
"2026/01/22","PHL","PIT","H",1,15,"J110","AIRWAY","","","","","VINSE"
"2026/01/22","PHL","PIT","H",1,20,"VINSE","FIX","PA","US","K6","","DEMME5"
"2026/01/22","PHL","PIT","H",1,25,"DEMME5","STAR","","","","",""
"2026/01/22","PHL","PSM","H",1,5,"DITCH","FIX","NJ","US","K6","","LUIGI"
"2026/01/22","PHL","PSM","H",1,10,"LUIGI","FIX","NJ","US","K6","","HNNAH"
"2026/01/22","PHL","PSM","H",1,15,"HNNAH","FIX","NJ","US","K6","","LLUND"
"2026/01/22","PHL","PSM","H",1,20,"LLUND","FIX","NY","US","K6","","Q22"
"2026/01/22","PHL","PSM","H",1,25,"Q22","AIRWAY","","","","","FOXWD"
"2026/01/22","PHL","PSM","H",1,30,"FOXWD","FIX","CT","US","K6","","KLANE"
"2026/01/22","PHL","PSM","H",1,35,"KLANE","FIX","MA","US","K6","","TTERI"
"2026/01/22","PHL","PSM","H",1,40,"TTERI","FIX","MA","US","K6","","REMDG"
"2026/01/22","PHL","PSM","H",1,45,"REMDG","FIX","MA","US","K6","",""
"2026/01/22","PHL","PVD","H",1,5,"DITCH","FIX","NJ","US","K6","","T416"
"2026/01/22","PHL","PVD","H",1,10,"T416","AIRWAY","","","","","JIMEE"
"2026/01/22","PHL","PVD","H",1,15,"JIMEE","FIX","NJ","US","K6","","WAVEY"
"2026/01/22","PHL","PVD","H",1,20,"WAVEY","FIX","OA","US","K","","SHLEP"
"2026/01/22","PHL","PVD","H",1,25,"SHLEP","FIX","NY","US","K6","","ORCHA"
"2026/01/22","PHL","PVD","H",1,30,"ORCHA","FIX","NY","US","K6","","JORDN"
"2026/01/22","PHL","PVD","H",1,35,"JORDN","FIX","NY","US","K6","","JORDN2"
"2026/01/22","PHL","PVD","H",1,40,"JORDN2","STAR","","","","",""
"2026/01/22","PHL","PVD","H",2,5,"DITCH","FIX","NJ","US","K6","","T416"
"2026/01/22","PHL","PVD","H",2,10,"T416","AIRWAY","","","","","JIMEE"
"2026/01/22","PHL","PVD","H",2,15,"JIMEE","FIX","NJ","US","K6","","WAVEY"
"2026/01/22","PHL","PVD","H",2,20,"WAVEY","FIX","OA","US","K","","SHLEP"
"2026/01/22","PHL","PVD","H",2,25,"SHLEP","FIX","NY","US","K6","","ORCHA"
"2026/01/22","PHL","PVD","H",2,30,"ORCHA","FIX","NY","US","K6","","JORDN"
"2026/01/22","PHL","PVD","H",2,35,"JORDN","FIX","NY","US","K6","","MINNK"
"2026/01/22","PHL","PVD","H",2,40,"MINNK","FIX","RI","US","K6","",""
"2026/01/22","PHL","PWM","H",1,5,"DITCH","FIX","NJ","US","K6","","T416"
"2026/01/22","PHL","PWM","H",1,10,"T416","AIRWAY","","","","","JIMEE"
"2026/01/22","PHL","PWM","H",1,15,"JIMEE","FIX","NJ","US","K6","","WAVEY"
"2026/01/22","PHL","PWM","H",1,20,"WAVEY","FIX","OA","US","K","","SHIPP"
"2026/01/22","PHL","PWM","H",1,25,"SHIPP","FIX","OA","US","K","","CCC"
"2026/01/22","PHL","PWM","H",1,30,"CCC","NAVAID","NY","US","","VOR/DME","SCOGS3"
"2026/01/22","PHL","PWM","H",1,35,"SCOGS3","STAR","","","","",""
"2026/01/22","PHL","RDG","TEC",1,5,"MXE","NAVAID","PA","US","","VORTAC","HUMEL"
"2026/01/22","PHL","RDG","TEC",1,10,"HUMEL","FIX","PA","US","K6","",""
"2026/01/22","PHL","RDU","H",2,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","RDU","H",2,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","RDU","H",2,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","RDU","H",2,20,"TRPOD","FIX","MD","US","K6","","TAQLE3"
"2026/01/22","PHL","RDU","H",2,25,"TAQLE3","STAR","","","","",""
"2026/01/22","PHL","RIC","H",1,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","RIC","H",1,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","RIC","H",1,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","RIC","H",1,20,"TRPOD","FIX","MD","US","K6","","T303"
"2026/01/22","PHL","RIC","H",1,25,"T303","AIRWAY","","","","","JAMIE"
"2026/01/22","PHL","RIC","H",1,30,"JAMIE","FIX","VA","US","K6","",""
"2026/01/22","PHL","RIC","L",1,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","RIC","L",1,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","RIC","L",1,15,"HAYDO","FIX","DE","US","K6","","GROUT"
"2026/01/22","PHL","RIC","L",1,20,"GROUT","FIX","DE","US","K6","","T315"
"2026/01/22","PHL","RIC","L",1,25,"T315","AIRWAY","","","","","SHLBK"
"2026/01/22","PHL","RIC","L",1,30,"SHLBK","FIX","MD","US","K6","","T224"
"2026/01/22","PHL","RIC","L",1,35,"T224","AIRWAY","","","","","COLIN"
"2026/01/22","PHL","RIC","L",1,40,"COLIN","FIX","VA","US","K6","",""
"2026/01/22","PHL","ROA","H",1,5,"STOEN","FIX","PA","US","K6","","REEFI"
"2026/01/22","PHL","ROA","H",1,10,"REEFI","FIX","PA","US","K6","","EMI"
"2026/01/22","PHL","ROA","H",1,15,"EMI","NAVAID","MD","US","","VORTAC","J48"
"2026/01/22","PHL","ROA","H",1,20,"J48","AIRWAY","","","","","MOL"
"2026/01/22","PHL","ROA","H",1,25,"MOL","NAVAID","VA","US","","VOR/DME",""
"2026/01/22","PHL","ROC","H",1,5,"PTW","NAVAID","PA","US","","VORTAC","SARAA"
"2026/01/22","PHL","ROC","H",1,10,"SARAA","FIX","PA","US","K6","","RAV"
"2026/01/22","PHL","ROC","H",1,15,"RAV","NAVAID","PA","US","","VORTAC","TYMAN"
"2026/01/22","PHL","ROC","H",1,20,"TYMAN","FIX","PA","US","K6","","Q227"
"2026/01/22","PHL","ROC","H",1,25,"Q227","AIRWAY","","","","","STUBN"
"2026/01/22","PHL","ROC","H",1,30,"STUBN","FIX","NY","US","K6","","GIBBE"
"2026/01/22","PHL","ROC","H",1,35,"GIBBE","FIX","NY","US","K6","",""
"2026/01/22","PHL","RSW","H",1,5,"STOEN","FIX","PA","US","K6","","Q75"
"2026/01/22","PHL","RSW","H",1,10,"Q75","AIRWAY","","","","","SLOJO"
"2026/01/22","PHL","RSW","H",1,15,"SLOJO","FIX","SC","US","K7","","Q103"
"2026/01/22","PHL","RSW","H",1,20,"Q103","AIRWAY","","","","","CYNTA"
"2026/01/22","PHL","RSW","H",1,25,"CYNTA","FIX","GA","US","K7","","SHFTY6"
"2026/01/22","PHL","RSW","H",1,30,"SHFTY6","STAR","","","","",""
"2026/01/22","PHL","SAV","H",1,5,"OOD","NAVAID","NJ","US","","VORTAC","TEBEE"
"2026/01/22","PHL","SAV","H",1,10,"TEBEE","FIX","NJ","US","K6","","HAYDO"
"2026/01/22","PHL","SAV","H",1,15,"HAYDO","FIX","DE","US","K6","","TRPOD"
"2026/01/22","PHL","SAV","H",1,20,"TRPOD","FIX","MD","US","K6","","Q409"
"2026/01/22","PHL","SAV","H",1,25,"Q409","AIRWAY","","","","","SESUE"
"2026/01/22","PHL","SAV","H",1,30,"SESUE","FIX","SC","US","K7","","SOOOP"
"2026/01/22","PHL","SAV","H",1,35,"SOOOP","FIX","SC","US","K7","",""
"2026/01/22","PHL","SDF","H",1,5,"MXE","NAVAID","PA","US","","VORTAC","PENSY"
"2026/01/22","PHL","SDF","H",1,10,"PENSY","FIX","PA","US","K6","","J110"
"2026/01/22","PHL","SDF","H",1,15,"J110","AIRWAY","","","","","FLIRT"
"2026/01/22","PHL","SDF","H",1,20,"FLIRT","FIX","PA","US","K6","","J6"
"2026/01/22","PHL","SDF","H",1,25,"J6","AIRWAY","","","","","HVQ"
"2026/01/22","PHL","SDF","H",1,30,"HVQ","NAVAID","WV","US","","VOR/DME","Q68"
"2026/01/22","PHL","SDF","H",1,35,"Q68","AIRWAY","","","","","YOCKY"
"2026/01/22","PHL","SDF","H",1,40,"YOCKY","FIX","KY","US","K5","","LEDDL1"
"2026/01/22","PHL","SDF","H",1,45,"LEDDL1","STAR","","","","",""
"2026/01/22","PHL","SFO","H",1,5,"PTW","NAVAID","PA","US","","VORTAC","SARAA"
"2026/01/22","PHL","SFO","H",1,10,"SARAA","FIX","PA","US","K6","","RAV"
"2026/01/22","PHL","SFO","H",1,15,"RAV","NAVAID","PA","US","","VORTAC","J64"
"2026/01/22","PHL","SFO","H",1,20,"J64","AIRWAY","","","","","FWA"
"2026/01/22","PHL","SFO","H",1,25,"FWA","NAVAID","IN","US","","VORTAC","WHETT"
"2026/01/22","PHL","SFO","H",1,30,"WHETT","FIX","IN","US","K5","","EDENS"
"2026/01/22","PHL","SFO","H",1,35,"EDENS","FIX","IL","US","K5","","LMN"
"2026/01/22","PHL","SFO","H",1,40,"LMN","NAVAID","IA","US","","VOR/DME","PWE"
"2026/01/22","PHL","SFO","H",1,45,"PWE","NAVAID","NE","US","","DME","HLC"
"2026/01/22","PHL","SFO","H",1,50,"HLC","NAVAID","KS","US","","VORTAC","J80"
"2026/01/22","PHL","SFO","H",1,55,"J80","AIRWAY","","","","","OAL"
"2026/01/22","PHL","SFO","H",1,60,"OAL","NAVAID","NV","US","","VORTAC","INYOE"
"2026/01/22","PHL","SFO","H",1,65,"INYOE","FIX","CA","US","K2","","DYAMD5"
"2026/01/22","PHL","SFO","H",1,70,"DYAMD5","STAR","","","","",""
"2026/01/22","PHL","SRQ","H",1,5,"STOEN","FIX","PA","US","K6","","Q75"
"2026/01/22","PHL","SRQ","H",1,10,"Q75","AIRWAY","","","","","SLOJO"
"2026/01/22","PHL","SRQ","H",1,15,"SLOJO","FIX","SC","US","K7","","Q103"
"2026/01/22","PHL","SRQ","H",1,20,"Q103","AIRWAY","","","","","PUPYY"
"2026/01/22","PHL","SRQ","H",1,25,"PUPYY","FIX","GA","US","K7","","KYYUU"
"2026/01/22","PHL","SRQ","H",1,30,"KYYUU","FIX","GA","US","K7","","LUBBR3"
"2026/01/22","PHL","SRQ","H",1,35,"LUBBR3","STAR","","","","",""
"2026/01/22","PHL","STL","H",1,5,"MXE","NAVAID","PA","US","","VORTAC","PENSY"
"2026/01/22","PHL","STL","H",1,10,"PENSY","FIX","PA","US","K6","","J110"
"2026/01/22","PHL","STL","H",1,15,"J110","AIRWAY","","","","","VHP"
"2026/01/22","PHL","STL","H",1,20,"VHP","NAVAID","IN","US","","VORTAC","AARCH2"
"2026/01/22","PHL","STL","H",1,25,"AARCH2","STAR","","","","",""
"2026/01/22","PHL","SYR","L",1,5,"PTW","NAVAID","PA","US","","VORTAC","CHLSE"
"2026/01/22","PHL","SYR","L",1,10,"CHLSE","FIX","PA","US","K6","","T449"
"2026/01/22","PHL","SYR","L",1,15,"T449","AIRWAY","","","","","CFB"
"2026/01/22","PHL","SYR","L",1,20,"CFB","NAVAID","NY","US","","VOR/DME","T335"
"2026/01/22","PHL","SYR","L",1,25,"T335","AIRWAY","","","","","CORTA"
"2026/01/22","PHL","SYR","L",1,30,"CORTA","FIX","NY","US","K6","",""
"2026/01/22","PHL","TEB","TEC",1,5,"MXE","NAVAID","PA","US","","VORTAC","V3"
"2026/01/22","PHL","TEB","TEC",1,10,"V3","AIRWAY","","","","","SBJ"
"2026/01/22","PHL","TEB","TEC",1,15,"SBJ","NAVAID","NJ","US","","VOR/DME",""
"2026/01/22","PHL","TPA","H",2,5,"STOEN","FIX","PA","US","K6","","Q75"
"2026/01/22","PHL","TPA","H",2,10,"Q75","AIRWAY","","","","","TEUFL"
"2026/01/22","PHL","TPA","H",2,15,"TEUFL","FIX","GA","US","K7","","BAAMF"
"2026/01/22","PHL","TPA","H",2,20,"BAAMF","FIX","GA","US","K7","","DADES2"
"2026/01/22","PHL","TPA","H",2,25,"DADES2","STAR","","","","",""
"2026/01/22","PHL","TYS","H",1,5,"STOEN","FIX","PA","US","K6","","REEFI"
"2026/01/22","PHL","TYS","H",1,10,"REEFI","FIX","PA","US","K6","","EMI"
"2026/01/22","PHL","TYS","H",1,15,"EMI","NAVAID","MD","US","","VORTAC","J48"
"2026/01/22","PHL","TYS","H",1,20,"J48","AIRWAY","","","","","CSN"
"2026/01/22","PHL","TYS","H",1,25,"CSN","NAVAID","VA","US","","VORTAC","FANPO"
"2026/01/22","PHL","TYS","H",1,30,"FANPO","FIX","VA","US","K6","","Q40"
"2026/01/22","PHL","TYS","H",1,35,"Q40","AIRWAY","","","","","ALEAN"
"2026/01/22","PHL","TYS","H",1,40,"ALEAN","FIX","VA","US","K6","","VXV"
"2026/01/22","PHL","TYS","H",1,45,"VXV","NAVAID","TN","US","","VORTAC",""
"2026/01/22","PHX","ATL","H",1,5,"BROAK1","DP","","","","","MAXXO"
"2026/01/22","PHX","ATL","H",1,10,"MAXXO","FIX","NM","US","K2","","CNX"
"2026/01/22","PHX","ATL","H",1,15,"CNX","NAVAID","NM","US","","VORTAC","J74"
"2026/01/22","PHX","ATL","H",1,20,"J74","AIRWAY","","","","","IRW"
"2026/01/22","PHX","ATL","H",1,25,"IRW","NAVAID","OK","US","","VORTAC","FSM"
"2026/01/22","PHX","ATL","H",1,30,"FSM","NAVAID","AR","US","","VORTAC","MEMFS"
"2026/01/22","PHX","ATL","H",1,35,"MEMFS","FIX","TN","US","K7","","HUTCC"
"2026/01/22","PHX","ATL","H",1,40,"HUTCC","FIX","AL","US","K7","","KNSAW"
"2026/01/22","PHX","ATL","H",1,45,"KNSAW","FIX","AL","US","K7","","RUSSA"
"2026/01/22","PHX","ATL","H",1,50,"RUSSA","FIX","AL","US","K7","","GLAVN2"
"2026/01/22","PHX","ATL","H",1,55,"GLAVN2","STAR","","","","",""
"2026/01/22","PHX","ATL","H",2,5,"ECLPS1","DP","","","","","PHASE"
"2026/01/22","PHX","ATL","H",2,10,"PHASE","FIX","AZ","US","K2","","ELP"
"2026/01/22","PHX","ATL","H",2,15,"ELP","NAVAID","TX","US","","VORTAC","J50"
"2026/01/22","PHX","ATL","H",2,20,"J50","AIRWAY","","","","","ABI"
"2026/01/22","PHX","ATL","H",2,25,"ABI","NAVAID","TX","US","","VORTAC","J4"
"2026/01/22","PHX","ATL","H",2,30,"J4","AIRWAY","","","","","FUZ"
"2026/01/22","PHX","ATL","H",2,35,"FUZ","NAVAID","TX","US","","VORTAC","Q184"
"2026/01/22","PHX","ATL","H",2,40,"Q184","AIRWAY","","","","","MERDN"
"2026/01/22","PHX","ATL","H",2,45,"MERDN","FIX","MS","US","K7","","ORRKK"
"2026/01/22","PHX","ATL","H",2,50,"ORRKK","FIX","AL","US","K7","","HOBTT3"
"2026/01/22","PHX","ATL","H",2,55,"HOBTT3","STAR","","","","",""
"2026/01/22","PHX","ATL","H",3,5,"ECLPS1","DP","","","","","PHASE"
"2026/01/22","PHX","ATL","H",3,10,"PHASE","FIX","AZ","US","K2","","ELP"
"2026/01/22","PHX","ATL","H",3,15,"ELP","NAVAID","TX","US","","VORTAC","J50"
"2026/01/22","PHX","ATL","H",3,20,"J50","AIRWAY","","","","","ABI"
"2026/01/22","PHX","ATL","H",3,25,"ABI","NAVAID","TX","US","","VORTAC","J4"
"2026/01/22","PHX","ATL","H",3,30,"J4","AIRWAY","","","","","FUZ"
"2026/01/22","PHX","ATL","H",3,35,"FUZ","NAVAID","TX","US","","VORTAC","Q184"
"2026/01/22","PHX","ATL","H",3,40,"Q184","AIRWAY","","","","","MERDN"
"2026/01/22","PHX","ATL","H",3,45,"MERDN","FIX","MS","US","K7","","ORRKK"
"2026/01/22","PHX","ATL","H",3,50,"ORRKK","FIX","AL","US","K7","","GNDLF3"
"2026/01/22","PHX","ATL","H",3,55,"GNDLF3","STAR","","","","",""
"2026/01/22","PHX","ATL","H",4,5,"FORPE1","DP","","","","","ABQ"
"2026/01/22","PHX","ATL","H",4,10,"ABQ","NAVAID","NM","US","","VORTAC","J6"
"2026/01/22","PHX","ATL","H",4,15,"J6","AIRWAY","","","","","IRW"
"2026/01/22","PHX","ATL","H",4,20,"IRW","NAVAID","OK","US","","VORTAC","FSM"
"2026/01/22","PHX","ATL","H",4,25,"FSM","NAVAID","AR","US","","VORTAC","MEMFS"
"2026/01/22","PHX","ATL","H",4,30,"MEMFS","FIX","TN","US","K7","","HUTCC"
"2026/01/22","PHX","ATL","H",4,35,"HUTCC","FIX","AL","US","K7","","KNSAW"
"2026/01/22","PHX","ATL","H",4,40,"KNSAW","FIX","AL","US","K7","","RUSSA"
"2026/01/22","PHX","ATL","H",4,45,"RUSSA","FIX","AL","US","K7","","GLAVN2"
"2026/01/22","PHX","ATL","H",4,50,"GLAVN2","STAR","","","","",""
"2026/01/22","PHX","ATL","H",5,5,"MRBIL1","DP","","","","","JARPA"
"2026/01/22","PHX","ATL","H",5,10,"JARPA","FIX","AZ","US","K2","","CIM"
"2026/01/22","PHX","ATL","H",5,15,"CIM","NAVAID","NM","US","","VORTAC","IRW"
"2026/01/22","PHX","ATL","H",5,20,"IRW","NAVAID","OK","US","","VORTAC","FSM"
"2026/01/22","PHX","ATL","H",5,25,"FSM","NAVAID","AR","US","","VORTAC","MEMFS"
"2026/01/22","PHX","ATL","H",5,30,"MEMFS","FIX","TN","US","K7","","HUTCC"
"2026/01/22","PHX","ATL","H",5,35,"HUTCC","FIX","AL","US","K7","","KNSAW"
"2026/01/22","PHX","ATL","H",5,40,"KNSAW","FIX","AL","US","K7","","RUSSA"
"2026/01/22","PHX","ATL","H",5,45,"RUSSA","FIX","AL","US","K7","","GLAVN2"
"2026/01/22","PHX","ATL","H",5,50,"GLAVN2","STAR","","","","",""
"2026/01/22","PHX","ATL","H",6,5,"QUAKY1","DP","","","","","JARPA"
"2026/01/22","PHX","ATL","H",6,10,"JARPA","FIX","AZ","US","K2","","CIM"
"2026/01/22","PHX","ATL","H",6,15,"CIM","NAVAID","NM","US","","VORTAC","IRW"
"2026/01/22","PHX","ATL","H",6,20,"IRW","NAVAID","OK","US","","VORTAC","FSM"
"2026/01/22","PHX","ATL","H",6,25,"FSM","NAVAID","AR","US","","VORTAC","MEMFS"
"2026/01/22","PHX","ATL","H",6,30,"MEMFS","FIX","TN","US","K7","","HUTCC"
"2026/01/22","PHX","ATL","H",6,35,"HUTCC","FIX","AL","US","K7","","KNSAW"
"2026/01/22","PHX","ATL","H",6,40,"KNSAW","FIX","AL","US","K7","","RUSSA"
"2026/01/22","PHX","ATL","H",6,45,"RUSSA","FIX","AL","US","K7","","GLAVN2"
"2026/01/22","PHX","ATL","H",6,50,"GLAVN2","STAR","","","","",""
"2026/01/22","PHX","ATL","H",7,5,"STRRM1","DP","","","","","TUS"
"2026/01/22","PHX","ATL","H",7,10,"TUS","NAVAID","AZ","US","","VORTAC","J2"
"2026/01/22","PHX","ATL","H",7,15,"J2","AIRWAY","","","","","ELP"
"2026/01/22","PHX","ATL","H",7,20,"ELP","NAVAID","TX","US","","VORTAC","J50"
"2026/01/22","PHX","ATL","H",7,25,"J50","AIRWAY","","","","","ABI"
"2026/01/22","PHX","ATL","H",7,30,"ABI","NAVAID","TX","US","","VORTAC","J4"
"2026/01/22","PHX","ATL","H",7,35,"J4","AIRWAY","","","","","FUZ"
"2026/01/22","PHX","ATL","H",7,40,"FUZ","NAVAID","TX","US","","VORTAC","Q184"
"2026/01/22","PHX","ATL","H",7,45,"Q184","AIRWAY","","","","","MERDN"
"2026/01/22","PHX","ATL","H",7,50,"MERDN","FIX","MS","US","K7","","ORRKK"
"2026/01/22","PHX","ATL","H",7,55,"ORRKK","FIX","AL","US","K7","","HOBTT3"
"2026/01/22","PHX","ATL","H",7,60,"HOBTT3","STAR","","","","",""
"2026/01/22","PHX","ATL","H",8,5,"STRRM1","DP","","","","","TUS"
"2026/01/22","PHX","ATL","H",8,10,"TUS","NAVAID","AZ","US","","VORTAC","J2"
"2026/01/22","PHX","ATL","H",8,15,"J2","AIRWAY","","","","","ELP"
"2026/01/22","PHX","ATL","H",8,20,"ELP","NAVAID","TX","US","","VORTAC","J50"
"2026/01/22","PHX","ATL","H",8,25,"J50","AIRWAY","","","","","ABI"
"2026/01/22","PHX","ATL","H",8,30,"ABI","NAVAID","TX","US","","VORTAC","J4"
"2026/01/22","PHX","ATL","H",8,35,"J4","AIRWAY","","","","","FUZ"
"2026/01/22","PHX","ATL","H",8,40,"FUZ","NAVAID","TX","US","","VORTAC","Q184"
"2026/01/22","PHX","ATL","H",8,45,"Q184","AIRWAY","","","","","MERDN"
"2026/01/22","PHX","ATL","H",8,50,"MERDN","FIX","MS","US","K7","","ORRKK"
"2026/01/22","PHX","ATL","H",8,55,"ORRKK","FIX","AL","US","K7","","GNDLF3"
"2026/01/22","PHX","ATL","H",8,60,"GNDLF3","STAR","","","","",""
"2026/01/22","PHX","ATL","H",9,5,"PXR","NAVAID","AZ","US","","VORTAC","J65"
"2026/01/22","PHX","ATL","H",9,10,"J65","AIRWAY","","","","","TMACK"
"2026/01/22","PHX","ATL","H",9,15,"TMACK","FIX","NM","US","K2","","ONM"
"2026/01/22","PHX","ATL","H",9,20,"ONM","NAVAID","NM","US","","VORTAC","CNX"
"2026/01/22","PHX","ATL","H",9,25,"CNX","NAVAID","NM","US","","VORTAC","J74"
"2026/01/22","PHX","ATL","H",9,30,"J74","AIRWAY","","","","","IRW"
"2026/01/22","PHX","ATL","H",9,35,"IRW","NAVAID","OK","US","","VORTAC","FSM"
"2026/01/22","PHX","ATL","H",9,40,"FSM","NAVAID","AR","US","","VORTAC","MEMFS"
"2026/01/22","PHX","ATL","H",9,45,"MEMFS","FIX","TN","US","K7","","HUTCC"
"2026/01/22","PHX","ATL","H",9,50,"HUTCC","FIX","AL","US","K7","","KNSAW"
"2026/01/22","PHX","ATL","H",9,55,"KNSAW","FIX","AL","US","K7","","RUSSA"
"2026/01/22","PHX","ATL","H",9,60,"RUSSA","FIX","AL","US","K7","","GLAVN2"
"2026/01/22","PHX","ATL","H",9,65,"GLAVN2","STAR","","","","",""
"2026/01/22","PHX","AUS","H",1,5,"ECLPS1","DP","","","","","PHASE"
"2026/01/22","PHX","AUS","H",1,10,"PHASE","FIX","AZ","US","K2","","ELP"
"2026/01/22","PHX","AUS","H",1,15,"ELP","NAVAID","TX","US","","VORTAC","FST"
"2026/01/22","PHX","AUS","H",1,20,"FST","NAVAID","TX","US","","VORTAC","DILLO"
"2026/01/22","PHX","AUS","H",1,25,"DILLO","FIX","TX","US","K4","","LAIKS4"
"2026/01/22","PHX","AUS","H",1,30,"LAIKS4","STAR","","","","",""
"2026/01/22","PHX","CLE","H",1,5,"OBK","NAVAID","IL","US","","VOR/DME","DETMR"
"2026/01/22","PHX","CLE","H",1,10,"DETMR","FIX","MI","US","K5","","BRWNZ4"
"2026/01/22","PHX","CLE","H",1,15,"BRWNZ4","STAR","","","","",""
