"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","ICAO_ID","FACILITY_NAME","REGION_CODE","TWR_OPERATOR_CODE","TWR_CALL","TWR_HRS","PRIMARY_APCH_RADIO_CALL","APCH_P_PROVIDER","APCH_P_PROV_TYPE_CD","SECONDARY_APCH_RADIO_CALL","APCH_S_PROVIDER","APCH_S_PROV_TYPE_CD","PRIMARY_DEP_RADIO_CALL","DEP_P_PROVIDER","DEP_P_PROV_TYPE_CD","SECONDARY_DEP_RADIO_CALL","DEP_S_PROVIDER","DEP_S_PROV_TYPE_CD","CTL_FAC_APCH_DEP_CALLS","APCH_DEP_OPER_CODE","CTL_PRVDING_HRS","SECONDARY_CTL_PRVDING_HRS"
"2026/02/19","22778.","A","NON-ATCT","SD","1D8","REDFIELD","US","","REDFIELD MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","18796.","A","NON-ATCT","OK","1F0","ARDMORE","US","","ARDMORE DOWNTOWN EXEC","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","19083.11","A","NON-ATCT","OK","1F4","MADILL","US","","MADILL MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","17620.","A","NON-ATCT","OH","1G0","BOWLING GREEN","US","","WOOD COUNTY","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","17899.4","A","NON-ATCT","OH","1G1","ELYRIA","US","","ELYRIA","AGL","","","","CLEVELAND","CLE","A","","","","CLEVELAND","CLE","A","","","","","","",""
"2026/02/19","18061.","A","NON-ATCT","OH","1G3","KENT","US","","KENT STATE UNIVERSITY","AGL","","","","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","18187.3","A","NON-ATCT","OH","1G5","MEDINA","US","","MEDINA MUNI","AGL","","","","CLEVELAND","CLE","A","","","","CLEVELAND","CLE","A","","","","","","",""
"2026/02/19","12082.21","A","NON-ATCT","MO","1H0","ST LOUIS","US","","CREVE COEUR","ACE","","","","SAINT LOUIS","T75","T","","","","SAINT LOUIS","T75","T","","","","","","",""
"2026/02/19","04614.","A","NON-ATCT","IL","1H2","EFFINGHAM","US","","EFFINGHAM COUNTY RGNL","AGL","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","04487.","A","NON-ATCT","IL","1H8","CASEY","US","","CASEY MUNI","AGL","","","","HULMAN","HUF","A","","","","HULMAN","HUF","A","","","","","","",""
"2026/02/19","05232.11","A","NON-ATCT","IN","1I9","DELPHI","US","","DELPHI MUNI","AGL","","","","GRISSOM","GUS","A","CHICAGO ARTCC","ZAU","C","GRISSOM","GUS","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","06348.01","H","NON-ATCT","IA","1IA3","SPENCER","US","","SPENCER MUNI HOSPITAL","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","06492.5","A","NON-ATCT","KS","1K1","BENTON","US","","LLOYD STEARMAN FLD","ACE","","","","WICHITA","ICT","A","","","","WICHITA","ICT","A","","","","","","",""
"2026/02/19","18978.32","A","NON-ATCT","OK","1K4","GOLDSBY","US","","DAVID JAY PERRY","ASW","","","","OKE CITY","OKC","A","","","","OKE CITY","OKC","A","","","","","","",""
"2026/02/19","19046.02","A","NON-ATCT","OK","1K8","KETCHUM","US","","SOUTH GRAND LAKE RGNL","ASW","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","25129.","A","NON-ATCT","UT","1L7","ESCALANTE","US","","ESCALANTE MUNI","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","","","","","","","","","",""
"2026/02/19","00363.","A","NON-ATCT","AL","1M4","HALEYVILLE","US","","POSEY FLD","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","23154.1","A","NON-ATCT","TN","1M5","PORTLAND","US","","DOUGLAS HUNTER FLD","ASO","","","","NASHVILLE","BNA","A","","","","NASHVILLE","BNA","A","","","","","","",""
"2026/02/19","07151.4","A","NON-ATCT","KY","1M7","FULTON","US","","FULTON","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","08389.13","H","NON-ATCT","ME","1ME2","WATERVILLE","US","","MAINE GENERAL MEDICAL CENTER-WATERVILLE","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","11950.11","A","NON-ATCT","MO","1MO","MOUNTAIN GROVE","US","","MOUNTAIN GROVE MEML","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","08645.01","A","NON-ATCT","MD","1N5","SALISBURY","US","","BENNETT","AEA","","","","PATUXENT","NHK","A","POTOMAC","PCT","T","PATUXENT","NHK","A","POTOMAC","PCT","T","","","",""
"2026/02/19","13543.","A","NON-ATCT","NJ","1N7","BLAIRSTOWN","US","","BLAIRSTOWN","AEA","","","","NEWARK","PHL","A","","","","NEWARK","PHL","A","","","","","","",""
"2026/02/19","01743.","A","NON-ATCT","CA","1O2","LAKEPORT","US","","LAMPSON FLD","AWP","","","","OAKLAND ARTCC","ZOA","C","","","","OAKLAND ARTCC","ZOA","C","","","","","","",""
"2026/02/19","01782.","A","NON-ATCT","CA","1O3","LODI","US","","LODI","AWP","","","","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","19264.1","A","NON-ATCT","OK","1O4","THOMAS","US","","THOMAS MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","01905.","A","NON-ATCT","CA","1O5","MONTAGUE","US","","MONTAGUE-YREKA ROHRER FLD","AWP","","","","","","","","","","","","","","","","","","",""
"2026/02/19","19271.","A","NON-ATCT","OK","1O8","TIPTON","US","","TIPTON MUNI","ASW","","","","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","21305.02","H","NON-ATCT","PA","1PS8","PUNXSUTAWNEY","US","","PUNXSUTAWNEY AREA HOSPITAL","AEA","","","","CLEVELAND ARTCC","ZOB","C","","","","CLEVELAND ARTCC","ZOB","C","","","","","","",""
"2026/02/19","06857.07","A","NON-ATCT","KS","1QK","QUINTER","US","","GOVE COUNTY","ACE","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","11154.","A","NON-ATCT","MS","1R7","BROOKHAVEN","US","","BROOKHAVEN-LINCOLN COUNTY","ASO","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","00155.","A","NON-ATCT","AL","1R8","BAY MINETTE","US","","BAY MINETTE MUNI","ASO","","","","MOBILE","MOB","A","HOUSTON ARTCC","ZHU","C","MOBILE","MOB","A","HOUSTON ARTCC","ZHU","C","","","",""
"2026/02/19","12357.","A","NON-ATCT","MT","1S3","FORSYTH","US","","TILLITT FLD","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","04275.5","A","NON-ATCT","ID","1U4","NEW MEADOWS","US","","NEW MEADOWS","ANM","","","","","","","","","","","","","","","","","","",""
"2026/02/19","04280.","A","NON-ATCT","ID","1U7","PARIS","US","","BEAR LAKE COUNTY","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","02532.","A","NON-ATCT","CO","1V6","CANON CITY","US","","FREMONT COUNTY","ANM","","","","DENVER","D01","T","DENVER ARTCC","ZDV","C","DENVER","D01","T","DENVER ARTCC","ZDV","C","","","",""
"2026/02/19","26027.","A","NON-ATCT","VA","1VA1","STUART","US","","MICRO","AEA","","","","ROANOKE","ROA","A","","","","ROANOKE","ROA","A","","","","","","",""
"2026/02/19","24048.","A","NON-ATCT","TX","1X1","HIGGINS","US","","HIGGINS/LIPSCOMB COUNTY","ASW","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","00463.1","A","NON-ATCT","AL","20A","ONEONTA","US","","ROBBINS FLD","ASO","","","","BIRMINGHAM","BHM","A","","","","BIRMINGHAM","BHM","A","","","","","","",""
"2026/02/19","04082.","A","NON-ATCT","GA","20GA","VILLA RICA","US","","EARL L SMALL JR  FLD/STOCKMAR","ASO","","","","ATLANTA","A80","T","","","","ATLANTA","A80","T","","","","","","",""
"2026/02/19","15525.1","A","NON-ATCT","NY","20N","KINGSTON","US","","KINGSTON-ULSTER","AEA","","","","NEW YORK","N90","T","","","","NEW YORK","N90","T","","","","","","",""
"2026/02/19","17256.1","A","NON-ATCT","ND","20U","BEACH","US","","BEACH","AGL","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","02649.","A","NON-ATCT","CO","20V","KREMMLING","US","","MC ELROY AIRFIELD","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","10973.","A","NON-ATCT","MN","21D","ST PAUL","US","","LAKE ELMO","AGL","","","","MINNEAPOLIS","M98","T","","","","MINNEAPOLIS","M98","T","","","","","","",""
"2026/02/19","07828.02","H","NON-ATCT","ME","22ME","BAR HARBOR","US","","BAR HARBOR","ANE","","","","BANGOR","BGR","A","","","","BANGOR","BGR","A","","","","","","",""
"2026/02/19","20746.3","A","NON-ATCT","PA","22N","LEHIGHTON","US","","JAKE ARNER MEML","AEA","","","","ALLENTOWN","ABE","A","","","","ALLENTOWN","ABE","A","","","","","","",""
"2026/02/19","21645.6","H","NON-ATCT","PA","22PA","UNIONTOWN","US","","UNIONTOWN HOSPITAL","AEA","","","","CLARKSBURG","CKB","A","CLEVELAND ARTCC","ZOB","C","CLARKSBURG","CKB","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","20966.","H","NON-ATCT","PA","22PS","MONTROSE","US","","MONTROSE HIGH SCHOOL","AEA","","","","BINGHAMTON","BGM","A","","","","BINGHAMTON","BGM","A","","","","","","",""
"2026/02/19","23882.22","A","ATCT","TX","22XS","FORT HOOD (KILLEEN)","US","","LONGHORN AUX LANDING STRIP","ASW","R","LONGHORN","0900-0100 MON-FRI, OTHER TIMES BY NOTAM.","","","","","","","","","","","","","","","",""
"2026/02/19","20078.","H","NON-ATCT","PA","23PN","CLEARFIELD","US","","PENN HIGHLANDS CLEARFIELD","AEA","","","","NEW YORK ARTCC","ZNY","C","","","","NEW YORK ARTCC","ZNY","C","","","","","","",""
"2026/02/19","23760.1","A","NON-ATCT","TX","23R","DEVINE","US","","DEVINE MUNI","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","23882.23","A","NON-ATCT","TX","23XS","FORT HOOD (KILLEEN)","US","","SHORTHORN AUX LANDING STRIP","ASW","","","","","","","","","","","","","","","","","","",""
"2026/02/19","17148.5","A","NON-ATCT","NC","24A","SYLVA","US","","JACKSON COUNTY","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","03305.1","A","NON-ATCT","FL","24J","LIVE OAK","US","","SUWANNEE COUNTY","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","11415.1","A","NON-ATCT","MS","25M","RIPLEY","US","","RIPLEY","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","21716.01","H","NON-ATCT","PA","25PN","WELLSBORO","US","","NESSMUK","AEA","","","","ELMIRA","ELM","A","NEW YORK ARTCC","ZNY","C","ELMIRA","ELM","A","NEW YORK ARTCC","ZNY","C","","","",""
"2026/02/19","20946.02","H","NON-ATCT","PA","25PS","MINERSVILLE","US","","PRIMROSE","AEA","","","","HARRISBURG","MDT","A","","","","HARRISBURG","MDT","A","","","","","","",""
"2026/02/19","14109.","A","NON-ATCT","NJ","26N","OCEAN CITY","US","","OCEAN CITY MUNI","AEA","","","","ATLANTIC CITY","ACY","A","","","","ATLANTIC CITY","ACY","A","","","","","","",""
"2026/02/19","20558.","H","NON-ATCT","PA","26PA","HONEY GROVE","US","","STOTTLE MEML","AEA","","","","HARRISBURG","MDT","A","","","","HARRISBURG","MDT","A","","","","","","",""
"2026/02/19","23808.1","A","NON-ATCT","TX","26R","EDNA","US","","JACKSON COUNTY","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","07152.1","A","NON-ATCT","KY","27K","GEORGETOWN","US","","GEORGETOWN-SCOTT COUNTY RGNL","ASO","","","","LEXINGTON","LEX","A","","","","LEXINGTON","LEX","A","","","","","","",""
"2026/02/19","03421.","A","NON-ATCT","FL","28J","PALATKA","US","","PALATKA MUNI/LT KAY LARKIN FLD","ASO","","","","JACKSONVILLE","JAX","A","","","","JACKSONVILLE","JAX","A","","","","","","",""
"2026/02/19","20480.2","A","NON-ATCT","PA","29D","GROVE CITY","US","","GROVE CITY","AEA","","","","YOUNGSTOWN","YNG","A","CLEVELAND ARTCC","ZOB","C","YOUNGSTOWN","YNG","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","14385.","A","NON-ATCT","NJ","29N","VINELAND","US","","KROELINGER","AEA","","","","ATLANTIC CITY","ACY","A","","","","ATLANTIC CITY","ACY","A","","","","","","",""
"2026/02/19","20355.04","H","NON-ATCT","PA","29PN","ERIE","US","","ST VINCENT HEALTH CENTER","AEA","","","","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","22941.1","A","NON-ATCT","TN","2A0","DAYTON","US","","MARK ANTON","ASO","","","","CHATTANOOGA","CHA","A","ATLANTA ARTCC","ZTL","C","CHATTANOOGA","CHA","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","23028.","A","NON-ATCT","TN","2A1","JAMESTOWN","US","","JAMESTOWN MUNI","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","00920.02","A","NON-ATCT","AR","2A2","CLINTON","US","","HOLLEY MOUNTAIN AIRPARK","ASW","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","50427.61","A","NON-ATCT","AK","2A9","KOTLIK","US","PFKO","KOTLIK","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","09063.","A","NON-ATCT","MA","2B1","MARSTON MILLS","US","","CAPE COD","ANE","","","","BOSTON","A90","T","","","","BOSTON","A90","T","","","","","","",""
"2026/02/19","09112.8","A","NON-ATCT","MA","2B2","NEWBURYPORT","US","","PLUM ISLAND","ANE","","","","BOSTON","A90","T","","","","BOSTON","A90","T","","","","","","",""
"2026/02/19","13353.","A","NON-ATCT","NH","2B3","NEWPORT","US","","PARLIN FLD","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","08209.","A","NON-ATCT","ME","2B7","PITTSFIELD","US","","PITTSFIELD MUNI","ANE","","","","BANGOR","BGR","A","","","","BANGOR","BGR","A","","","","","","",""
"2026/02/19","50697.","A","NON-ATCT","AK","2C7","SHAKTOOLIK","US","PFSH","SHAKTOOLIK","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","17285.","A","NON-ATCT","ND","2C8","CAVALIER","US","","CAVALIER MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","03093.8","A","ATCT","FL","2CB","CAMP BLANDING MIL RES (STARKE)","US","","CAMP BLANDING AAF (CAMP BLANDING MIL RESERVATION)","ASO","R","BLANDING","OPS DURING TRAINING ONLY","","","","","","","","","","","","","","","",""
"2026/02/19","17435.2","A","NON-ATCT","ND","2D5","OAKES","US","","OAKES MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","17568.5","H","NON-ATCT","OH","2D6","BANNOCK","US","","BANNOCK","AGL","","","","CLEVELAND ARTCC","ZOB","C","","","","CLEVELAND ARTCC","ZOB","C","","","","","","",""
"2026/02/19","17580.","A","NON-ATCT","OH","2D7","BEACH CITY","US","","BEACH CITY","AGL","","","","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","23646.1","A","NON-ATCT","TX","2F7","COMMERCE","US","","COMMERCE MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","18372.1","A","NON-ATCT","OH","2G1","PAINESVILLE","US","","CONCORD AIRPARK","AGL","","","","CLEVELAND","CLE","A","","","","CLEVELAND","CLE","A","","","","","","",""
"2026/02/19","18562.","A","NON-ATCT","OH","2G2","STEUBENVILLE","US","","GEARY A BATES/JEFFERSON COUNTY AIRPARK","AGL","","","","PITTSBURGH","PIT","A","","","","PITTSBURGH","PIT","A","","","","","","",""
"2026/02/19","08604.1","A","NON-ATCT","MD","2G4","OAKLAND","US","","GARRETT COUNTY","AEA","","","","CLARKSBURG","CKB","A","CLEVELAND ARTCC","ZOB","C","CLARKSBURG","CKB","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","21497.","A","NON-ATCT","PA","2G9","SOMERSET","US","","SOMERSET COUNTY","AEA","","","","JOHNSTOWN","JST","A","CLEVELAND ARTCC","ZOB","C","JOHNSTOWN","JST","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","04997.","A","NON-ATCT","IL","2H0","SHELBYVILLE","US","","SHELBY COUNTY","AGL","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","11530.1","A","NON-ATCT","MO","2H2","AURORA","US","","JERRY SUMNERS SR AURORA MUNI","ACE","","","","SPRINGFIELD","SGF","A","","","","SPRINGFIELD","SGF","A","","","","","","",""
"2026/02/19","07259.","A","NON-ATCT","KY","2I0","MADISONVILLE","US","","MADISONVILLE RGNL","ASO","","","","EVANSVILLE","EVV","A","INDIANAPOLIS ARTCC","ZID","C","EVANSVILLE","EVV","A","INDIANAPOLIS ARTCC","ZID","C","","","",""
"2026/02/19","07120.","A","NON-ATCT","KY","2I3","FALLS-OF-ROUGH","US","","ROUGH RIVER STATE PARK","ASO","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","03118.","A","NON-ATCT","FL","2IS","CLEWISTON","US","","AIRGLADES","ASO","","","","MIAMI ARTCC","ZMA","C","","","","MIAMI ARTCC","ZMA","C","","","","","","",""
"2026/02/19","03880.3","A","NON-ATCT","GA","2J3","LOUISVILLE","US","","LOUISVILLE MUNI","ASO","","","","AUGUSTA","AGS","A","","","","AUGUSTA","AGS","A","","","","","","",""
"2026/02/19","03922.1","A","NON-ATCT","GA","2J5","MILLEN","US","","MILLEN","ASO","","","","AUGUSTA","AGS","A","","","","AUGUSTA","AGS","A","","","","","","",""
"2026/02/19","03459.","A","NON-ATCT","FL","2J9","QUINCY","US","","QUINCY MUNI","ASO","","","","TALLAHASSEE","TLH","A","JACKSONVILLE ARTCC","ZJX","C","TALLAHASSEE","TLH","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","19085.1","A","NON-ATCT","OK","2K4","MANGUM","US","","SCOTT FLD","ASW","","","","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","06791.","A","NON-ATCT","KS","2K7","NEODESHA","US","","NEODESHA MUNI","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","07522.72","H","NON-ATCT","LA","2LS0","GALLIANO","US","","BRISTOW US LLC","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","07346.1","A","NON-ATCT","KY","2M0","PRINCETON","US","","PRINCETON-CALDWELL COUNTY","ASO","","","","CAMPBELL","HOP","A","","","","CAMPBELL","HOP","A","","","","","","",""
"2026/02/19","23053.3","A","NON-ATCT","TN","2M2","LAWRENCEBURG","US","","LAWRENCEBURG/LAWRENCE COUNTY (FLEEMAN FLD)","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","23103.","A","NON-ATCT","TN","2M8","MILLINGTON","US","","CHARLES W BAKER","ASO","","","","MEMPHIS","M03","T","","","","MEMPHIS","M03","T","","","","","","",""
"2026/02/19","08168.14","H","NON-ATCT","ME","2ME2","NORTH HAVEN","US","","NORTH HAVEN","ANE","","","","BANGOR","BGR","A","","","","BANGOR","BGR","A","","","","","","",""
"2026/02/19","16855.5","H","NON-ATCT","NC","2NC9","LAURINBURG","US","","SCOTLAND MEML","ASO","","","","FAYETTEVILLE","FAY","A","","","","FAYETTEVILLE","FAY","A","","","","","","",""
"2026/02/19","19015.1","A","NON-ATCT","OK","2O8","HINTON","US","","HINTON MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","27652.","A","NON-ATCT","WI","2P2","WASHINGTON ISLAND","US","","WASHINGTON ISLAND","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","18468.5","A","NON-ATCT","OH","2P7","ST CLAIRSVILLE","US","","ALDERMAN","AGL","","","","CLEVELAND ARTCC","ZOB","C","","","","CLEVELAND ARTCC","ZOB","C","","","","","","",""
"2026/02/19","05370.9","A","NON-ATCT","IN","2R2","INDIANAPOLIS","US","","HENDRICKS COUNTY-GORDON GRAHAM FLD","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","03351.","A","NON-ATCT","FL","2R4","MILTON","US","","PETER PRINCE FLD","ASO","","","","PENSACOLA","P31","T","","","","PENSACOLA","P31","T","","","","","","",""
"2026/02/19","00507.","A","NON-ATCT","AL","2R5","ST ELMO","US","","ST ELMO","ASO","","","","MOBILE","MOB","A","HOUSTON ARTCC","ZHU","C","MOBILE","MOB","A","HOUSTON ARTCC","ZHU","C","","","",""
"2026/02/19","07450.1","A","NON-ATCT","LA","2R6","BUNKIE","US","","BUNKIE MUNI","ASW","","","","POLK","POE","A","","","","POLK","POE","A","","","","","","",""
"2026/02/19","24149.11","A","NON-ATCT","TX","2R9","KENEDY","US","","KENEDY RGNL","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","26471.","A","NON-ATCT","WA","2S8","WILBUR","US","","WILBUR","ANM","","","","GRANT COUNTY","MWH","A","SEATTLE ARTCC","ZSE","C","GRANT COUNTY","MWH","A","SEATTLE ARTCC","ZSE","C","","","",""
"2026/02/19","24395.1","A","NON-ATCT","TX","2T1","MULESHOE","US","","MULESHOE MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","02762.","A","NON-ATCT","CO","2V5","WRAY","US","","WRAY MUNI","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","02765.","A","NON-ATCT","CO","2V6","YUMA","US","","YUMA MUNI","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","08677.1","A","NON-ATCT","MD","2W2","WESTMINSTER","US","","CLEARVIEW AIRPARK","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","08577.","A","NON-ATCT","MD","2W5","INDIAN HEAD","US","","MARYLAND","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","08589.","A","NON-ATCT","MD","2W6","LEONARDTOWN","US","","ST MARY'S COUNTY RGNL","AEA","","","","PATUXENT","NHK","A","POTOMAC","PCT","T","PATUXENT","NHK","A","POTOMAC","PCT","T","","","",""
"2026/02/19","24955.3","H","NON-ATCT","TX","2XS9","UVALDE","US","","UVALDE COUNTY HOSPITAL AUTHORITY","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
