"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_END_ID","TRUE_ALIGNMENT","ILS_TYPE","RIGHT_HAND_TRAFFIC_PAT_FLAG","RWY_MARKING_TYPE_CODE","RWY_MARKING_COND","RWY_END_LAT_DEG","RWY_END_LAT_MIN","RWY_END_LAT_SEC","RWY_END_LAT_HEMIS","LAT_DECIMAL","RWY_END_LONG_DEG","RWY_END_LONG_MIN","RWY_END_LONG_SEC","RWY_END_LONG_HEMIS","LONG_DECIMAL","RWY_END_ELEV","THR_CROSSING_HGT","VISUAL_GLIDE_PATH_ANGLE","DISPLACED_THR_LAT_DEG","DISPLACED_THR_LAT_MIN","DISPLACED_THR_LAT_SEC","DISPLACED_THR_LAT_HEMIS","LAT_DISPLACED_THR_DECIMAL","DISPLACED_THR_LONG_DEG","DISPLACED_THR_LONG_MIN","DISPLACED_THR_LONG_SEC","DISPLACED_THR_LONG_HEMIS","LONG_DISPLACED_THR_DECIMAL","DISPLACED_THR_ELEV","DISPLACED_THR_LEN","TDZ_ELEV","VGSI_CODE","RWY_VISUAL_RANGE_EQUIP_CODE","RWY_VSBY_VALUE_EQUIP_FLAG","APCH_LGT_SYSTEM_CODE","RWY_END_LGTS_FLAG","CNTRLN_LGTS_AVBL_FLAG","TDZ_LGT_AVBL_FLAG","OBSTN_TYPE","OBSTN_MRKD_CODE","FAR_PART_77_CODE","OBSTN_CLNC_SLOPE","OBSTN_HGT","DIST_FROM_THR","CNTRLN_OFFSET","CNTRLN_DIR_CODE","RWY_GRAD","RWY_GRAD_DIRECTION","RWY_END_PSN_SOURCE","RWY_END_PSN_DATE","RWY_END_ELEV_SOURCE","RWY_END_ELEV_DATE","DSPL_THR_PSN_SOURCE","RWY_END_DSPL_THR_PSN_DATE","DSPL_THR_ELEV_SOURCE","RWY_END_DSPL_THR_ELEV_DATE","TDZ_ELEV_SOURCE","RWY_END_TDZ_ELEV_DATE","TKOF_RUN_AVBL","TKOF_DIST_AVBL","ACLT_STOP_DIST_AVBL","LNDG_DIST_AVBL","LAHSO_ALD","RWY_END_INTERSECT_LAHSO","LAHSO_DESC","LAHSO_LAT","LAT_LAHSO_DECIMAL","LAHSO_LONG","LONG_LAHSO_DECIMAL","LAHSO_PSN_SOURCE","RWY_END_LAHSO_PSN_DATE"
"2026/02/19","17451.605","A","ND","ND82","RAY","US","08/26","26",,"","","","",48,18,40.6,"N",48.31127777,103,8,37.94,"W",-103.14387222,2197,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2019/07/24","OWNER","2019/07/24","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.91","A","ND","14ND","REEDER","US","NW/SE","NW",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","",,20,80,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.91","A","ND","14ND","REEDER","US","NW/SE","SE",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.93","A","ND","NA88","REGAN","US","09/27","09",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.93","A","ND","NA88","REGAN","US","09/27","27",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","HILL","","A(V)",,50,700,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.981","A","ND","NA02","REYNOLDS","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","",,30,1506,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17451.981","A","ND","NA02","REYNOLDS","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","",,35,2125,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17452.","A","ND","4E8","RICHARDTON","US","11/29","11",125,"","N","","",46,53,55.71,"N",46.89880833,102,21,46.87,"W",-102.36301944,2495,,,,,,"",,,,,"",,,,,"","","N","","N","N","N","","","A(V)",20,,,,"",,"","FAA OE/AAA","2014/12/19","FAA OE/AAA","2014/12/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17452.","A","ND","4E8","RICHARDTON","US","11/29","29",305,"","N","","",46,53,34.17,"N",46.892825,102,21,1.69,"W",-102.35046944,2492,,,,,,"",,,,,"",,,,,"","","N","","N","N","N","","","A(V)",20,,,,"",,"","FAA OE/AAA","2014/12/19","FAA OE/AAA","2014/12/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17452.6","A","ND","37N","RIVERDALE","US","11/29","11",122,"","Y","NSTD","",47,29,6.21,"N",47.48505833,101,24,49.03,"W",-101.41361944,1719,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",12,50,625,100,"L/R",,"","FAA OE/AAA","2014/12/19","FAA OE/AAA","2014/12/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17452.6","A","ND","37N","RIVERDALE","US","11/29","29",302,"","","NSTD","",47,28,49.43,"N",47.48039722,101,24,9.64,"W",-101.40267777,1704,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",17,35,600,155,"L",,"","FAA OE/AAA","2014/12/19","FAA OE/AAA","2014/12/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17453.12","A","ND","ND54","ROBINSON","US","14/32","14",,"","N","NONE","",47,7,55.97,"N",47.13221388,99,43,54.38,"W",-99.73177222,1781,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",1,15,210,125,"R",,"","FAA OE/AAA","2001/07/17","FAA OE/AAA","2001/07/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17453.12","A","ND","ND54","ROBINSON","US","14/32","32",,"","N","NONE","",47,7,34.96,"N",47.12637777,99,43,35.39,"W",-99.72649722,1774,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",1,17,230,128,"L",,"","FAA OE/AAA","2001/07/17","FAA OE/AAA","2001/07/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17453.5","A","ND","2H9","ROLETTE","US","15/33","15",159,"","N","BSC","GOOD",48,40,16.4,"N",48.67122222,99,51,20.3,"W",-99.85563888,1623,,,,,,"",,,,,"",,,,1623,"","","","","","","","","","A(V)",20,,,,"",,"","FAA OE/AAA","2015/12/18","FAA OE/AAA","2015/12/18","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17453.5","A","ND","2H9","ROLETTE","US","15/33","33",339,"","N","BSC","GOOD",48,39,45.01,"N",48.66250277,99,51,2.46,"W",-99.85068333,1622,,,,,,"",,,,,"",,,,1622,"","","","","","","","ROAD","","A(V)",12,19,440,150,"L",,"","FAA OE/AAA","2001/07/17","FAA OE/AAA","2015/12/18","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17454.","A","ND","06D","ROLLA","US","07/25","07",82,"","N","","",48,52,59.985,"N",48.88332916,99,37,28.3554,"W",-99.62454316,1820.8,,,,,,"",,,,,"",,,,1820.8,"","","","","","","","","","A(V)",20,,,,"",,"","3RD PARTY SURVEY","2008/10/18","3RD PARTY SURVEY","2008/10/18","","","","","3RD PARTY SURVEY","2008/10/18",,,,,,"","","",,"",,"",""
"2026/02/19","17454.","A","ND","06D","ROLLA","US","07/25","25",262,"","N","","",48,53,3.068,"N",48.88418555,99,36,55.779,"W",-99.61549416,1811.9,,,,,,"",,,,,"",,,,1820.8,"","","","","","","","","","A(V)",20,,,,"",,"","FAA OE/AAA","2019/09/23","FAA OE/AAA","2019/09/23","","","","","3RD PARTY SURVEY","2008/10/18",,,,,,"","","",,"",,"",""
"2026/02/19","17454.","A","ND","06D","ROLLA","US","14/32","14",150,"","N","NPI","FAIR",48,53,23.4847,"N",48.88985686,99,37,33.0969,"W",-99.62586025,1822.6,27,3,,,,"",,,,,"",,,,1822.6,"P2L","","","","","","","","","A(V)",20,,,,"",,"","3RD PARTY SURVEY","2008/10/18","3RD PARTY SURVEY","2008/10/18","","","","","3RD PARTY SURVEY","2008/10/18",,,,,,"","","",,"",,"",""
"2026/02/19","17454.","A","ND","06D","ROLLA","US","14/32","32",330,"","N","NPI","FAIR",48,52,46.7497,"N",48.87965269,99,37,0.9237,"W",-99.61692325,1816.5,27,3,,,,"",,,,,"",,,,1818.8,"P2L","","","","","","","","","A(NP)",20,,,,"",,"","3RD PARTY SURVEY","2008/10/18","3RD PARTY SURVEY","2008/10/18","","","","","3RD PARTY SURVEY","2008/10/18",,,,,,"","","",,"",,"",""
"2026/02/19","17455.31","A","ND","23ND","ROGERS","US","18/36","18",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17455.31","A","ND","23ND","ROGERS","US","18/36","36",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17457.","A","ND","RUG","RUGBY","US","12/30","12",129,"","","NPI","GOOD",48,23,36.3974,"N",48.39344372,100,1,48.2804,"W",-100.03007788,1533.6,28,3,,,,"",,,,,"",,,,1541.9,"P2L","","","","Y","","","","","A(NP)",20,,,,"",,"","3RD PARTY SURVEY","2008/08/12","3RD PARTY SURVEY","2008/08/12","","","","","3RD PARTY SURVEY","2008/08/12",,,,,,"","","",,"",,"",""
"2026/02/19","17457.","A","ND","RUG","RUGBY","US","12/30","30",309,"","","NPI","GOOD",48,23,14.2611,"N",48.38729475,100,1,6.5685,"W",-100.01849125,1549.2,43,3,,,,"",,,,,"",,,,1549.2,"P2L","","","","Y","","","","","A(NP)",20,,,,"",,"","3RD PARTY SURVEY","2008/08/12","3RD PARTY SURVEY","2008/08/12","","","","","3RD PARTY SURVEY","2008/08/12",,,,,,"","","",,"",,"",""
"2026/02/19","17457.01","A","ND","NA49","RUGBY","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",,2,50,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17457.01","A","ND","NA49","RUGBY","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,2500,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17457.6","A","ND","4S5","ST THOMAS","US","17/35","17",180,"","N","BSC","GOOD",48,37,47.98,"N",48.62999444,97,26,20.56,"W",-97.43904444,835,,,48,37,45.21,"N",48.629225,97,26,20.6,"W",-97.43905555,839,280,,"","","","","","N","","","","A(V)",20,,,,"",,"","FAA-EST IMAGERY","2016/07/17","FAA OE/AAA","2001/07/17","FAA-EST IMAGERY","2016/07/17","FAA-EST IMAGERY","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17457.6","A","ND","4S5","ST THOMAS","US","17/35","35",0,"","N","BSC","GOOD",48,37,22.37,"N",48.62288055,97,26,20.64,"W",-97.43906666,837,,,48,37,23.03,"N",48.62306388,97,26,20.67,"W",-97.439075,838,70,,"","","","","","N","","","","A(V)",20,,,,"",,"","FAA-EST IMAGERY","2016/07/17","FAA OE/AAA","2001/07/17","FAA-EST IMAGERY","2016/07/17","FAA-EST IMAGERY","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.01","A","ND","8ND0","SARLES","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ELEV","","A(V)",,55,270,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.01","A","ND","8ND0","SARLES","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.15","A","ND","70ND","SAWYER","US","18/36","18",,"","","","",47,56,6.68,"N",47.93518888,101,8,53.14,"W",-101.14809444,2040,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2016/06/01","OWNER","2016/06/01","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.15","A","ND","70ND","SAWYER","US","18/36","36",,"","","","",47,55,51.92,"N",47.93108888,101,8,53.73,"W",-101.14825833,2026,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2016/06/01","OWNER","2016/06/01","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.41","A","ND","ND42","SAWYER","US","11/29","11",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",50,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17458.41","A","ND","ND42","SAWYER","US","11/29","29",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",3,10,30,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17459.012","A","ND","NA98","SCRANTON","US","12/30","12",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,20,1000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17459.012","A","ND","NA98","SCRANTON","US","12/30","30",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17460.5","A","ND","NA05","SHELDON","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","",,,40,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17460.5","A","ND","NA05","SHELDON","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,60,1000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.25","A","ND","NA06","SHEYENNE","US","12/30","12",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.25","A","ND","NA06","SHEYENNE","US","12/30","30",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","M","",,4,200,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.26","A","ND","ND64","SHEYENNE","US","09/27","09",90,"","","","",47,49,5.6,"N",47.81822222,99,13,11.7452,"W",-99.21992922,1487,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2024/10/04","OWNER","2024/10/04","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.26","A","ND","ND64","SHEYENNE","US","09/27","27",270,"","","","",47,49,5.6,"N",47.81822222,99,12,42.4404,"W",-99.211789,1500,,,47,49,5.5993,"N",47.81822202,99,12,45.3709,"W",-99.21260302,1500,200,,"","","","","","","","","","",,,,,"",,"","OWNER","2024/10/04","OWNER","2024/10/04","OWNER","2024/10/04","OWNER","2024/10/04","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.35","A","ND","NA07","SOURIS","US","08/26","08",,"","","","",48,53,11.83,"N",48.88661944,100,42,0.74,"W",-100.70020555,1502,,,,,,"",,,,,"",,,,1502,"","","","","","","","","","A(V)",,,,,"",,"","FAA OE/AAA","2016/02/22","FAA OE/AAA","2016/02/22","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.35","A","ND","NA07","SOURIS","US","08/26","26",,"","","","",48,53,11.81,"N",48.88661388,100,41,21.23,"W",-100.68923055,1492,,,,,,"",,,,,"",,,,1502,"","","","","","","","BLDG","","A(V)",,90,200,,"",,"","FAA OE/AAA","2016/02/22","FAA OE/AAA","2016/02/22","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.36","A","ND","7NA9","SOURIS","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17462.36","A","ND","7NA9","SOURIS","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17463.01","A","ND","08D","STANLEY","US","02/20","02",31,"","","","",48,18,5.96,"N",48.30165555,102,24,49.04,"W",-102.41362222,2243.2,,,,,,"",,,,,"",,,,2244,"","","","","","","","","","A(V)",20,,,,"",,"","OWNER","2025/08/08","OWNER","2025/08/08","","","","","OWNER","2025/08/08",,,,,,"","","",,"",,"",""
"2026/02/19","17463.01","A","ND","08D","STANLEY","US","02/20","20",211,"","","","",48,18,15.96,"N",48.30443333,102,24,39.96,"W",-102.4111,2244.7,,,,,,"",,,,,"",,,,2244,"","","","","","","","","","A(V)",20,,,,"",,"","OWNER","2025/08/08","OWNER","2025/08/08","","","","","OWNER","2025/08/08",,,,,,"","","",,"",,"",""
"2026/02/19","17463.01","A","ND","08D","STANLEY","US","10/28","10",108,"","N","NPI","GOOD",48,18,9.3048,"N",48.30258466,102,24,51.6519,"W",-102.41434775,2249.6,40,3,,,,"",,,,,"",,,,2249.6,"P2L","","","","","","","","","A(NP)",20,,,,"",,"","3RD PARTY SURVEY","2020/11/05","3RD PARTY SURVEY","2020/11/05","","","","","3RD PARTY SURVEY","2020/11/05",,,,,,"","","",,"",,"",""
"2026/02/19","17463.01","A","ND","08D","STANLEY","US","10/28","28",288,"","N","NPI","GOOD",48,17,57.0476,"N",48.29917988,102,23,56.9773,"W",-102.39916036,2241.3,40,3,,,,"",,,,,"",,,,2241.5,"P2L","","","","","","","","","A(NP)",20,,,,"",,"","3RD PARTY SURVEY","2020/11/05","3RD PARTY SURVEY","2020/11/05","","","","","3RD PARTY SURVEY","2020/11/05",,,,,,"","","",,"",,"",""
"2026/02/19","17463.61","A","ND","NA10","STARKWEATHER","US","13/31","13",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","BLDG","","",,,300,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17463.61","A","ND","NA10","STARKWEATHER","US","13/31","31",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,20,200,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17465.2","A","ND","ND41","STRASBURG","US","17/35","17",,"","","NSTD","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17465.2","A","ND","ND41","STRASBURG","US","17/35","35",,"","","NSTD","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",,3,60,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17465.52","A","ND","1NA5","STREETER","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17465.52","A","ND","1NA5","STREETER","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,25,250,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17466.515","A","ND","ND19","SUTTON","US","18/36","18",,"","","","",47,26,21,"N",47.43916666,98,25,4,"W",-98.41777777,1450,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2019/12/09","OWNER","2019/12/09","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17466.515","A","ND","ND19","SUTTON","US","18/36","36",,"","","","",47,25,41,"N",47.42805555,98,25,4,"W",-98.41777777,1450,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2019/12/09","OWNER","2019/12/09","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","12/30","12",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",,,50,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","12/30","30",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.51","A","ND","NA71","TAPPEN","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.52","A","ND","8NA0","TAPPEN","US","10/28","10",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","BLDGS","","A(V)",,,50,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17467.52","A","ND","8NA0","TAPPEN","US","10/28","28",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.","A","ND","ND62","TAYLOR","US","E/W","E",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.","A","ND","ND62","TAYLOR","US","E/W","W",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.","A","ND","ND62","TAYLOR","US","NW/SE","NW",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.","A","ND","ND62","TAYLOR","US","NW/SE","SE",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.42","A","ND","4ND1","THOMPSON","US","N/S","N",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.42","A","ND","4ND1","THOMPSON","US","N/S","S",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17468.6","A","ND","D60","TIOGA","US","03/21","03",43,"","","","",48,22,41.196,"N",48.37811,102,54,8.7673,"W",-102.90243536,2256.5,,,,,,"",,,,,"",,,,2256.5,"","","","","","","","","","A(V)",20,,,,"",,"","3RD PARTY SURVEY","2014/01/17","3RD PARTY SURVEY","2014/01/17","","","","","3RD PARTY SURVEY","2014/01/17",,,,,,"","","",,"",,"",""
"2026/02/19","17468.6","A","ND","D60","TIOGA","US","03/21","21",223,"","","","",48,23,4.2267,"N",48.38450741,102,53,36.3418,"W",-102.89342827,2236.5,,,,,,"",,,,,"",,,,2236.5,"","","","","","","","","","A(V)",20,,,,"",,"","3RD PARTY SURVEY","2014/01/17","3RD PARTY SURVEY","2014/01/17","","","","","3RD PARTY SURVEY","2014/01/17",,,,,,"","","",,"",,"",""
"2026/02/19","17468.6","A","ND","D60","TIOGA","US","12/30","12",133,"","N","NPI","GOOD",48,23,3.9372,"N",48.384427,102,54,16.7165,"W",-102.90464347,2240.6,26,3,,,,"",,,,,"",,,,2253,"P2L","","","","","","","","","C",34,,,,"",,"","3RD PARTY SURVEY","2014/01/17","3RD PARTY SURVEY","2014/01/17","","","","","3RD PARTY SURVEY","2014/01/17",,,,,,"","","",,"",,"",""
"2026/02/19","17468.6","A","ND","D60","TIOGA","US","12/30","30",313,"","N","NPI","GOOD",48,22,29.4518,"N",48.37484772,102,53,21.6781,"W",-102.88935502,2270.6,25,3,,,,"",,,,,"",,,,2270.8,"P2L","","","","","","","ROAD","","C",21,29,835,340,"L",,"","3RD PARTY SURVEY","2014/01/17","3RD PARTY SURVEY","2014/01/17","","","","","3RD PARTY SURVEY","2014/01/17",,,,,,"","","",,"",,"",""
"2026/02/19","17469.","A","ND","D61","TOWNER","US","03/21","03",,"","N","","",48,21,21.7902,"N",48.35605283,100,23,51.8994,"W",-100.39774983,1476,,,,,,"",,,,,"",,,,,"","","N","","N","N","N","ROAD","","A(V)",3,17,55,75,"R",,"","OWNER","2024/09/05","OWNER","2024/09/05","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17469.","A","ND","D61","TOWNER","US","03/21","21",,"","N","","",48,21,44.06,"N",48.36223888,100,23,27.11,"W",-100.39086388,1484,,,,,,"",,,,,"",,,,,"","","N","","N","N","N","","","A(V)",50,,,,"",,"","FAA OE/AAA","2014/12/02","FAA OE/AAA","2001/07/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17469.","A","ND","D61","TOWNER","US","16/34","16",,"","N","","",48,21,47.95,"N",48.36331944,100,23,55.56,"W",-100.39876666,1483,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",23,17,400,250,"L",,"","FAA OE/AAA","2024/09/19","FAA OE/AAA","2024/09/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17469.","A","ND","D61","TOWNER","US","16/34","34",,"","N","","",48,21,22.7349,"N",48.35631525,100,23,41.2419,"W",-100.39478941,1476,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",10,17,175,125,"L",,"","FAA OE/AAA","2024/09/19","FAA OE/AAA","2024/09/19","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","17469.","A","ND","D61","TOWNER","US","H1","H1",,"","","","",48,21,20.74,"N",48.35576111,100,23,54.45,"W",-100.39845833,1478,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","FAA OE/AAA","2014/12/02","FAA OE/AAA","2014/12/02","","","","","","",,,,,,"","","",,"",,"",""
