"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","AGENCY_TYPE","AGENCY_NAME","STATION","ADDRESS","CITY","STATE_CODE","ZIP_CODE","COMMERCIAL_NO","DSN_NO","HOURS"
"2026/01/22","IR","504","ZKC ZMP","O","509   OSS/OSOA","WHITEMAN AFB","770 ARNOLD AVE BLDG 38","","MO","65305","660-687-7616/1779/1754","975-7616/1779/1754,","AUTOVON NUMBER 975-7616/1779/1754, AFTER HOURS CONTACT COMMAND POST C660-687-3778"
"2026/01/22","IR","504","ZKC ZMP","S1","509 OSS / OSOA","WHITEMAN AFB","770 ARNOLD AVE BLDG 38","","MO","65305","660-687-7616/1779/1754","975-7616/1779/1754","AFTER HOURS CONTACT COMMAND POST C660-687-3778."
"2026/01/22","IR","505","ZKC ZMP","O","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","505","ZKC ZMP","S1","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","508","ZDV ZMP","O","114  FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5745","798-7745",""
"2026/01/22","IR","508","ZDV ZMP","S1","114  FW (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5754/5746","798-7754/7746",""
"2026/01/22","IR","509","ZDV ZMP","O","114  FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5745","798-7745",""
"2026/01/22","IR","509","ZDV ZMP","S1","114  FW (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5754/5746","798-7754/7746",""
"2026/01/22","IR","513","","O","DET1, 184 IW","SMOKEY HILL ANG RANGE","8429 W FARRELLY RD","SALINA","KS","67401-9407","785-827-9611 X147","743-7600 X147",""
"2026/01/22","IR","513","","S1","DET1, 184 IW","SMOKEY HILL ANG RANGE","8429 W FARRELLY RD","SALINA","KS","67401-9407","785-827-9611 X147","743-7600 X147",""
"2026/01/22","IR","514","ZDV ZMP","O","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","514","ZDV ZMP","S1","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","518","ZDV ZMP","O","114  FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5745","798-7745",""
"2026/01/22","IR","518","ZDV ZMP","S1","114  FW (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","605-988-5754/5746","798-7754/7746",""
"2026/01/22","IR","526","","O","DET 1 ,  184 IW","SMOKY HILL ANG RANGE","8429 W FARRELLY RD","SALINA","KS","67401-9407","785-827-9611 EXT 147","743-7600 X 147",""
"2026/01/22","IR","526","","S1","DET 1 ,  184 IW","SMOKY HILL ANG RANGE","8429 W FARRELLY RD","SALINA","KS","67401-9407","785-827-9611 EXT 147","743-7600 X 147",""
"2026/01/22","IR","592","ZKC ZME","O","188TH WING - AR ANG","","4850 LEIGH AVE","FORT SMITH","AR","72903","479-573-5502","778-5502",""
"2026/01/22","IR","592","ZKC ZME","S1","188TH WING - AR ANG","","4850 LEIGH AVE","FORT SMITH","AR","72903","479-573-5502","778-5502",""
"2026/01/22","IR","605","ZMP","O","148 FW (ANG)","DULUTH INTL","","","MN","55811","218-788-7252","825-7252",""
"2026/01/22","IR","605","ZMP","S1","148 FW (ANG)","DULUTH INTL","","","MN","55811","218-788-7252","825-7252",""
"2026/01/22","IR","606","ZMP","O","148 FW (ANG)","DULUTH INTL","","","MN","55811","218-788-7252","825-7252",""
"2026/01/22","IR","606","ZMP","S1","148 FW (ANG)","DULUTH INTL","","","MN","55811","218-788-7252","825-7252",""
"2026/01/22","IR","608","ZDC ZID ZTL","O","TRAINING  AIR WING SIX","","","PENSACOLA","FL","32508-5509","850-452-2875","459-2875",""
"2026/01/22","IR","608","ZDC ZID ZTL","S1","NAS  PENSACOLA","","","PENSACOLA","FL","32508-5217","850-452-2735","459-2735",""
"2026/01/22","IR","609","ZMP","O","5  OSS/ OSTC","","300 SUMMIT DR.","MINOT AFB","ND","58705-5044","701-723-2967","453-2967",""
"2026/01/22","IR","609","ZMP","S1","23  BS/DOS","","300 SUMMIT DR","MINOT AFB","ND","58705","701-723-2002","453-2002/3527",""
"2026/01/22","IR","613","ZDV ZMP","O","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","613","ZDV ZMP","S1","114 FW  (ANG)","JOE FOSS FIELD","","SIOUX FALLS","SD","57104-0264","C  605-988-5745/5746","798-7754/46",""
"2026/01/22","IR","618","ZID","O","JEFFERSON RANGE, 181 IW/DET1","181 IW/DET1","BLDG 487","MADISON","IN","47250","812-689-7295","873-9000",""
"2026/01/22","IR","618","ZID","S1","JEFFERSON RANGE, 181 IW/DET1","181 IW/DET1","BLDG 487","MADISON","IN","47250","812-689-7295","873-9000",""
"2026/01/22","IR","644","ZLC ZMP","O","5  OSS/ OSTC","","300 SUMMIT DR.","MINOT AFB","ND","58705-5044","701-723-2967","453-2967",""
"2026/01/22","IR","644","ZLC ZMP","S1","23  BS/ DOS","","300 SUMMIT DR.","MINOT AFB","ND","58705","701-723-2639/3527","453-2639/3527",""
"2026/01/22","IR","649","ZLC ZMP","O","5  OSS/OSTC","","300 SUMMIT DR.","MINOT AFB","ND","58705-5044","701-723-2967","453-2967",""
"2026/01/22","IR","649","ZLC ZMP","S1","23  BS/DOS","","300 SUMMIT DR.","MINOT AFB","ND","58705","701-723-2639/3527","453-2639/3527",""
"2026/01/22","IR","678","ZLC ZMP","O","5 OSS/A-3C","","300 SUMMIT DR.","MINOT AFB","ND","58705-5044","701-723-2967","453-2967",""
"2026/01/22","IR","678","ZLC ZMP","S1","23 BS / DOS","","300 SUMMIT DR.","MINOT AFB","ND","58705-5044","701-723-2002/3527","453-2002/3527",""
"2026/01/22","IR","714","ZDC","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","714","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","715","ZDC","O"," COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9521","433-9521",""
"2026/01/22","IR","715","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","718","ZDC ZJX ZTL","O"," COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9521","433-9521",""
"2026/01/22","IR","718","ZDC ZJX ZTL","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","719","ZDC ZTL","O"," CSFWL","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9696","433-9696",""
"2026/01/22","IR","719","ZDC ZTL","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","720","ZDC","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","720","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","721","ZDC ZJX ZTL","O","437 OSS/OSO","JOINT BASE CHARLESTON","","","SC","29404","","673 5554",""
"2026/01/22","IR","721","ZDC ZJX ZTL","S1","437 OSS/OSO","JOINT BASE CHARLESTON","","","SC","29404","","673 5554",""
"2026/01/22","IR","723","ZDC ZID ZTL","O","TRAINING  AIR WING SIX","","","PENSACOLA","FL","32508-5509","850-452-2875","459-2875",""
"2026/01/22","IR","723","ZDC ZID ZTL","S1","NAS  PENSACOLA","","","PENSACOLA","FL","32508-5217","850-452-2735","459-2735",""
"2026/01/22","IR","726","ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","IR","726","ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","IR","743","ZTL","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","743","ZTL","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","760","ZDC","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","760","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","761","ZDC ZID ZTL","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","761","ZDC ZID ZTL","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","762","ZDC ZOB","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","IR","762","ZDC ZOB","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","IR","800","ZBW","O","EASTERN AIR DEFENSE (EADS)","","","","","","","587-6247/6313",""
"2026/01/22","IR","800","ZBW","S1","EASTERN AIR DEFENSE (EADS)","","","","","","","587-6247/6313",""
"2026/01/22","IR","801","ZBW","O","DET 1 174ATKW","","PO BOX 320","ANTWERP","NY","13608","315-772-2835/5990","772-2835/5990",""
"2026/01/22","IR","801","ZBW","S1","EADS/DOS 224 AIR DEFENSE SQDN","EASTERN AIR DEFENSE SECTOR","366 OTIS STREET","ROME","NY","13441","315-334-6247","587-6247","PRIMARY METHOD OF SCHEDULING IS VIA CSE"
"2026/01/22","IR","850","ZBW","O","COMMANDER, NAWCWD","1 ADMINISTRATION CIRCLE","MAIL STOP 1002","CHINA LAKE","CA","93555-6100","760-939-2201","437-2201",""
"2026/01/22","IR","850","ZBW","S1","COMMANDER, FACSFAC VACAPES","","601 OCEANA BLVD","VIRGINIA BEACH","VA","23460-2283","757-433-1225","433-1218/1220",""
"2026/01/22","IR","851","ZBW","O","COMMANDER, NAWCWD","1 ADMINISTRATION CIRCLE","MAIL STOP 1002","CHINA LAKE","CA","93555-6100","760-939-2201","437-2201",""
"2026/01/22","IR","851","ZBW","S1","COMMANDER, FACSFAC VACAPES","","601 OCEANA BLVD","VIRGINIA BEACH","VA","23460-2283","757-433-1225","433-1218/1220",""
"2026/01/22","IR","852","ZBW","O","COMMANDER, NAWCWD","1 ADMINISTRATION CIRCLE","MAIL STOP 1002","CHINA LAKE","CA","93555-6100","760-939-2201","437-2201",""
"2026/01/22","IR","852","ZBW","S1","COMMANDER, FACSFAC VACAPES","","601 OCEANA BLVD","VIRGINIA BEACH","VA","23460-2283","757-433-1225","433-1218/1220",""
"2026/01/22","IR","900","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","900","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","901","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","901","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","902","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","902","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","903","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","903","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","905","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","905","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","909","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","909","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","911","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","911","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","912","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","912","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","913","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","913","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","915","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","915","ZAN","S1","3 OSS/OSO","","8364 KUTER AVE","JBER","AK","99506","907-552-0410/2406","317-552-0410/2406","AFTER DUTY HOURS: C907-201-3301"
"2026/01/22","IR","916","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","916","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","917","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","917","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","918","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","918","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","919","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","919","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","921","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","921","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","922","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","922","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","923","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","923","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","939","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","939","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","952","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","952","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","953","ZAN","O","354 RANS/RSA","EIELSON AFB","354 BROADWAY ST, SUITE 288","","AK","99702","907-377-5921/5922","317-377-5921/5922",""
"2026/01/22","IR","953","ZAN","S1","354 OSS/OSO","EIELSON AFB","2835 FLIGHTLINE AVE","","AK","99702","907-377-2725/2684/3125","317-377-2725/2684/3125","SEE GENERAL REMARKS"
"2026/01/22","IR","983","","O","PACAF/DOCS","","25 E ST, SUITE I232","HICKAM AFB","HI","96853-5426","","449-4173",""
"2026/01/22","IR","983","","S1","MARIANA ISLANDS RANGE CONTROL","","","","","","","315-349-2643",""
"2026/01/22","VR","025","","O","97 OSS/DOA","","101 S SIXTH ST., BDG 225","ALTUS AFB","OK","73521","580-481-6098","866-6098",""
"2026/01/22","VR","025","","S1","97 OSS/OSK","","101 S SIXTH ST., BDG 225","ALTUS AFB","OK","73521","580-481-7110/1375/7490","866-7422/1375/7490",""
"2026/01/22","VR","041","ZDC ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","041","ZDC ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","042","ZDC ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","042","ZDC ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","043","ZDC ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","043","ZDC ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","045","","O","MARINE CORPS STATION BEAUFORT","TOWNSEND BOMBING RANGE","9177 GA HWY 57","TOWNSEND","GA","31331","","860-3007",""
"2026/01/22","VR","045","","S1","MARINE CORPS  STATION BEAUFORT","TOWNSEND BOMBING RANGE","9177 GA HWY 57","TOWNSEND","GA","31331","","860-3007",""
"2026/01/22","VR","054","ZDC","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","VR","054","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","VR","058","ZME ZTL","O","20 OSS/OSOA","SHAW AFB","","","SC","29152","803-895-1121","965-1121",""
"2026/01/22","VR","058","ZME ZTL","S1"," 20 OSS/OSOS","SHAW AFB","","","SC","29152","803-895-1118/1119","965-1118/1119",""
"2026/01/22","VR","060","ZHU ZTL","O","187 FW","","5187 SELMA HIGHWAY","MONTGOMERY","AL","36108-4824","334-394-7255","358-9255",""
"2026/01/22","VR","060","ZHU ZTL","S1","187 FW","","5187 SELMA HIGHWAY","MONTGOMERY","AL","36108-4824","334-394-7255","358-9255",""
"2026/01/22","VR","071","ZDC","O","COMSTRKFIGHTWINGLANT","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-9141","433-9141",""
"2026/01/22","VR","071","ZDC","S1","FACSFAC  VACAPES","OCEANA NAS","","VIRGINIA BEACH","VA","23460","757-433-1228","433-1228","SEE GENERAL REMARKS"
"2026/01/22","VR","073","ZDC","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","073","ZDC","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","083","ZDC ZJX","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","083","ZDC ZJX","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","084","ZDC","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","084","ZDC","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","085","ZDC","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","085","ZDC","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","086","ZDC","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","086","ZDC","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","087","ZDC ZJX","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","087","ZDC ZJX","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","088","ZJX ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","088","ZJX ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","092","ZME ZTL","O","20 OSS/OSOA","SHAW AFB","","","SC","29152","803-895-1121","965-1121",""
"2026/01/22","VR","092","ZME ZTL","S1"," 20 OSS/OSOS","SHAW AFB","","","SC","29152","803-895-1118/1119","965-1118/1119",""
"2026/01/22","VR","093","ZID ZTL","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","093","ZID ZTL","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","096","ZDC","O","4 OSS / OSOR","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2672","722-2672",""
"2026/01/22","VR","096","ZDC","S1","4  OSS / OSOS","SEYMOUR JOHNSON AFB","","","NC","27531-5004","919-722-2129/2124","722-2129/2124","NON-DUTY HRS 4 FW/CP  DSN 722-1973, C919-722-1973"
"2026/01/22","VR","097","ZJX ZTL","O","  20 OSS/OSOA","SHAW AFB","","","SC","29152","803-895-1121/1122","965-1121/1122","SEE GENERAL REMARKS"
"2026/01/22","VR","097","ZJX ZTL","S1"," 20 OSS/OSOS","SHAW AFB","","","SC","29152","803-895-1118/1119","965-1118/1119",""
"2026/01/22","VR","100","ZAB","O","27 SOSS/OSA","CANNON AFB","201 S. CHINDIT AVE. BLDG 728 RM 112","CANNON AFB","NM","88103","C575-904-6497","640-6497","27SOSS.ATC.ORG@US.AF.MIL"
"2026/01/22","VR","100","ZAB","S1","27 SOAOS/RMO","CANNON AFB","205 S. CHINDIT AVE. BLDG 780 RM 119","CANNON AFB","NM","88103","C575-784-7634","681-7634","27SOAOS.RMO.GROUND@US.AF.MIL"
"2026/01/22","VR","1001","ZJX","O","FACSFAC JAX","NAS JACKSONVILLE","P.O. BOX 40","","FL","32212-0040","904-542-2004/2005","942-2004/2005",""
"2026/01/22","VR","1001","ZJX","S1","FACSFAC JAX","NAS JACKSONVILLE","P.O. BOX 40","","FL","32212-0040","904-542-2004/2005","942-2004/2005",""
"2026/01/22","VR","1002","ZJX","O","FACSFACJAX","NAS JACKSONVILLE","","","FL","32212","904-542-2004/2005","942-2004/2005",""
