"EFF_DATE","COUNTRY_CODE","LOC_ID","REGION_CODE","STATE","CITY","LID_GROUP","FAC_TYPE","FAC_NAME","RESP_ARTCC_ID","ARTCC_COMPUTER_ID","FSS_ID"
"2026/02/19","US","KQA","AAL","AK","AKUTAN","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","KQA","AAL","AK","AKUTAN","LANDING FACILITY","C","AKUTAN","ZAN","ZAN","CDB"
"2026/02/19","US","KQA","AAL","AK","AKUTAN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KRF","ACE","MO","KANSAS CITY/PLEASANT HILL","SPECIAL USE RESOURCE","WEATHER STATION","RFC","","",""
"2026/02/19","US","KSM","AAL","AK","ST MARY'S","LANDING FACILITY","A","ST MARY'S","ZAN","ZAN","ENA"
"2026/02/19","US","KSM","AAL","AK","ST MARY'S","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","KSM","AAL","AK","ST MARY'S","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KSY","ASW","TX","SAN ANTONIO","NAVIGATION AID","TACAN","KELLY","ZHU","ZCH","SJT"
"2026/02/19","US","KTB","AAL","AK","THORNE BAY","LANDING FACILITY","C","THORNE BAY","ZAN","ZAN","KTN"
"2026/02/19","US","KTN","AAL","AK","KETCHIKAN","LANDING FACILITY","A","KETCHIKAN INTL","ZAN","ZAN","KTN"
"2026/02/19","US","KTN","AAL","AK","KETCHIKAN","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","KTN","AAL","AK","KETCHIKAN","FLIGHT SERVICE STATION","FSS","KETCHIKAN","","",""
"2026/02/19","US","KTN","AAL","AK","KETCHIKAN","REMOTE COMMUNICATION OUTLET","RCO","KETCHIKAN","","","JNU"
"2026/02/19","US","KTN","AAL","AK","KETCHIKAN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KTS","AAL","AK","BREVIG MISSION","LANDING FACILITY","A","BREVIG MISSION","ZAN","ZAN","OME"
"2026/02/19","US","KTS","AAL","AK","BREVIG MISSION","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","KTS","AAL","AK","BREVIG MISSION","REMOTE COMMUNICATION OUTLET","RCO","BREVIG MISSION","","","OME"
"2026/02/19","US","KTS","AAL","AK","BREVIG MISSION","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KUN","AWP","HI","KUNIA,OAHU","SPECIAL USE RESOURCE","ADMINISTRATIVE SERVICES","KUNIA FORECAST CENTER","","",""
"2026/02/19","US","KVC","AAL","AK","KING COVE","LANDING FACILITY","A","KING COVE","ZAN","ZAN","CDB"
"2026/02/19","US","KVC","AAL","AK","KING COVE","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","KVC","AAL","AK","KING COVE","REMOTE COMMUNICATION OUTLET","RCO","KING COVE","","","CDB"
"2026/02/19","US","KVC","AAL","AK","KING COVE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KVL","AAL","AK","KIVALINA","LANDING FACILITY","A","KIVALINA","ZAN","ZAN","OTZ"
"2026/02/19","US","KVL","AAL","AK","KIVALINA","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","KVL","AAL","AK","KIVALINA","REMOTE COMMUNICATION OUTLET","RCO","KIVALINA","","","OTZ"
"2026/02/19","US","KVL","AAL","AK","KIVALINA","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","MH","KWA","","","KWAJALEIN","LANDING FACILITY","A","BUCHOLZ AAF(KWAJALEIN KMR)(ATOLL)","ZAK","ZAK","HNL"
"2026/02/19","US","KWBC","AEA","DC","WASHINGTON","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KWF","AAL","AK","WATERFALL","LANDING FACILITY","C","WATERFALL","ZAN","ZAN","KTN"
"2026/02/19","US","KWP","AAL","AK","WEST POINT","LANDING FACILITY","C","WEST POINT VILLAGE","ZAN","ZAN","ENA"
"2026/02/19","US","KWRB","ASO","GA","WARNER ROBINS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KWRI","AEA","NJ","WRIGHTSTOWN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KWT","AAL","AK","KWETHLUK","LANDING FACILITY","A","KWETHLUK","ZAN","ZAN","ENA"
"2026/02/19","US","KWT","AAL","AK","KWETHLUK","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","KWT","AAL","AK","KWETHLUK","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KXA","AAL","AK","KASAAN","LANDING FACILITY","C","KASAAN","ZAN","ZAN","KTN"
"2026/02/19","US","KY8","ASO","KY","LEWISPORT","LANDING FACILITY","A","HANCOCK COUNTY/RON LEWIS FLD","ZID","ZCI","LOU"
"2026/02/19","US","KY8","ASO","KY","LEWISPORT","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","KY8","ASO","KY","LEWISPORT","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","KYK","AAL","AK","KARLUK","LANDING FACILITY","A","KARLUK","ZAN","ZAN","ENA"
"2026/02/19","US","KYU","AAL","AK","KOYUKUK","LANDING FACILITY","A","KOYUKUK","ZAN","ZAN","FAI"
"2026/02/19","US","L00","AWP","CA","ROSAMOND","LANDING FACILITY","A","ROSAMOND SKYPARK","ZLA","ZCL","RAL"
"2026/02/19","US","L04","AWP","CA","HOLTVILLE","LANDING FACILITY","A","HOLTVILLE","ZLA","ZCL","SAN"
"2026/02/19","US","L05","AWP","CA","KERNVILLE","LANDING FACILITY","A","KERN VALLEY","ZLA","ZCL","RIU"
"2026/02/19","US","L06","AWP","CA","DEATH VALLEY NATIONAL PARK","LANDING FACILITY","A","FURNACE CREEK","ZLA","ZCL","RAL"
"2026/02/19","US","L06","AWP","CA","DEATH VALLEY NATIONAL PARK","REMOTE COMMUNICATION OUTLET","RCO","FURNACE CREEK","","","RAL"
"2026/02/19","US","L08","AWP","CA","BORREGO SPRINGS","LANDING FACILITY","A","BORREGO VALLEY","ZLA","ZCL","SAN"
"2026/02/19","US","L08","AWP","CA","BORREGO SPRINGS","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","L08","AWP","CA","BORREGO SPRINGS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","L09","AWP","CA","DEATH VALLEY NATIONAL PARK","LANDING FACILITY","A","STOVEPIPE WELLS","ZLA","ZCL","RAL"
"2026/02/19","US","L10","AWP","CA","SAN CLEMENTE","SPECIAL USE RESOURCE","WEATHER STATION","SAN CLEMENTE LIFEGUARD HEADQUARTERS MARS","","",""
"2026/02/19","US","L11","AWP","CA","AVALON","WEATHER SENSOR","AWOS-AV","","","",""
"2026/02/19","US","L11","AWP","CA","AVALON","LANDING FACILITY","C","PEBBLY BEACH","ZLA","ZCL","HHR"
"2026/02/19","US","L11","AWP","CA","AVALON","SPECIAL USE RESOURCE","WEATHER STATION","PEBBLY BEACH SAWRS","","",""
"2026/02/19","US","L13","AWP","CA","POINT LOMA","SPECIAL USE RESOURCE","WEATHER STATION","CABRILLO NATIONAL MONUMENT WSO","","",""
"2026/02/19","US","L14","AWP","CA","SAN PEDRO","SPECIAL USE RESOURCE","WEATHER STATION","CABRILLO BEACH WOS","","",""
"2026/02/19","US","L16","ASW","LA","FORT POLK","SPECIAL USE RESOURCE","ADMINISTRATIVE SERVICES","FULLERTON LANDING STRIP","","",""
"2026/02/19","US","L17","AWP","CA","TAFT","LANDING FACILITY","A","TAFT-KERN COUNTY","ZLA","ZCL","RIU"
"2026/02/19","US","L18","AWP","CA","FALLBROOK","LANDING FACILITY","A","FALLBROOK COMMUNITY AIRPARK","ZLA","ZCL","SAN"
"2026/02/19","US","L18","AWP","CA","FALLBROOK","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","L18","AWP","CA","FALLBROOK","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","L19","AWP","CA","WASCO","LANDING FACILITY","A","WASCO-KERN COUNTY","ZLA","ZCL","RIU"
"2026/02/19","US","L20","AAL","AK","YUKON CHARLEY RIVERS","LANDING FACILITY","A","COAL CREEK","ZAN","ZAN","FAI"
"2026/02/19","US","L21","AWP","CA","LA JOLLA","SPECIAL USE RESOURCE","WEATHER STATION","SCRIPPS PIER CVLN WOS","","",""
"2026/02/19","US","L22","AWP","CA","YUCCA VALLEY","LANDING FACILITY","A","YUCCA VALLEY","ZLA","ZCL","RAL"
"2026/02/19","US","L23","AWP","NV","MERCURY","LANDING FACILITY","A","PAHUTE MESA AIRSTRIP","ZLA","ZCL","RNO"
"2026/02/19","US","L25","AWP","AZ","MEADVIEW","LANDING FACILITY","A","PEARCE FERRY","ZLA","ZCL","PRC"
"2026/02/19","US","L26","AWP","CA","HESPERIA","LANDING FACILITY","A","HESPERIA","ZLA","ZCL","RAL"
"2026/02/19","US","L27","AWP","CA","AVALON","SPECIAL USE RESOURCE","WEATHER STATION","AVALON BAY WOS","","",""
"2026/02/19","US","L29","ASW","LA","GRAND CHEINER","SPECIAL USE RESOURCE","WEATHER STATION","SAWRS","","",""
"2026/02/19","US","L29","ASW","LA","GRAND CHEINER","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","L30","AWP","NV","LAS VEGAS","CONTROL FACILITY","TRACON","LAS VEGAS TRACON","","",""
"2026/02/19","US","L31","ASW","LA","COVINGTON","LANDING FACILITY","A","ST TAMMANY RGNL","ZHU","ZCH","DRI"
"2026/02/19","US","L32","ASW","LA","JONESVILLE","LANDING FACILITY","A","JONESVILLE","ZHU","ZCH","DRI"
"2026/02/19","US","L33","ASW","LA","ST JOSEPH","LANDING FACILITY","A","TENSAS PARISH","ZME","ZCM","DRI"
"2026/02/19","US","L34","AWP","CA","OCEANSIDE","SPECIAL USE RESOURCE","WEATHER STATION","OCEANSIDE HARBOR CVLN WOS","","",""
"2026/02/19","US","L35","AWP","CA","BIG BEAR CITY","LANDING FACILITY","A","BIG BEAR CITY","ZLA","ZCL","RAL"
"2026/02/19","US","L35","AWP","CA","BIG BEAR CITY","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","L35","AWP","CA","BIG BEAR CITY","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","L36","AWP","CA","RIO LINDA","LANDING FACILITY","A","RIO LINDA","ZOA","ZCO","RIU"
"2026/02/19","US","L37","AWP","AZ","PEACH SPRINGS","LANDING FACILITY","A","GRAND CANYON CAVERNS","ZLA","ZCL","PRC"
"2026/02/19","US","L39","ASW","LA","LEESVILLE","LANDING FACILITY","A","LEESVILLE","ZHU","ZCH","DRI"
"2026/02/19","US","L41","AWP","AZ","MARBLE CANYON","LANDING FACILITY","A","MARBLE CANYON","ZLA","ZCL","PRC"
"2026/02/19","US","L45","AWP","CA","BAKERSFIELD","LANDING FACILITY","A","BAKERSFIELD MUNI","ZLA","ZCL","RIU"
"2026/02/19","US","L46","AWP","CA","OXNARD","SPECIAL USE RESOURCE","WEATHER STATION","ANACAPA ISLAND CVLN WOS","","",""
"2026/02/19","US","L49","ANM","OR","ONTARIO","LANDING FACILITY","C","LARK'S LDG","ZLC","ZCU","MMV"
"2026/02/19","US","L51","ANM","MT","WINIFRED","LANDING FACILITY","A","HELLER FARM","ZLC","ZCU","GTF"
"2026/02/19","US","L52","AWP","CA","OCEANO","LANDING FACILITY","A","OCEANO COUNTY","ZLA","ZCL","HHR"
"2026/02/19","US","L52","AWP","CA","OCEANO","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","L52","AWP","CA","OCEANO","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","L53","AWP","CA","LODI","LANDING FACILITY","A","LODI AIRPARK","ZOA","ZCO","RIU"
"2026/02/19","US","L55","AWP","CA","MALIBU","SPECIAL USE RESOURCE","WEATHER STATION","MALIBU BEACH CVLN WOS","","",""
"2026/02/19","US","L58","AWP","CA","SAN DIEGO","SPECIAL USE RESOURCE","WEATHER STATION","MISSION BEACH CVLN WOS","","",""
"2026/02/19","US","L59","AWP","CA","SAN DIEGO","SPECIAL USE RESOURCE","WEATHER STATION","MISSION BEACH OFFSHORE CVLN WOS","","",""
"2026/02/19","US","L61","AWP","CA","SHOSHONE","LANDING FACILITY","A","SHOSHONE","ZLA","ZCL","RAL"
"2026/02/19","US","L62","AWP","CA","BUTTONWILLOW","LANDING FACILITY","A","ELK HILLS-BUTTONWILLOW","ZLA","ZCL","RIU"
"2026/02/19","US","L63","AWP","NV","INDIAN SPRINGS","SPECIAL USE RESOURCE","WEATHER STATION","RANGE COMPLEX 63 WOS","","",""
"2026/02/19","US","L65","AWP","CA","PERRIS","LANDING FACILITY","A","PERRIS VALLEY","ZLA","ZCL","RAL"
"2026/02/19","US","L66","ASW","LA","POLLOCK","LANDING FACILITY","A","POLLOCK MUNI","ZHU","ZCH","DRI"
"2026/02/19","US","L70","AWP","CA","AGUA DULCE","LANDING FACILITY","A","AGUA DULCE","ZLA","ZCL","RAL"
"2026/02/19","US","L71","AWP","CA","CALIFORNIA CITY","LANDING FACILITY","A","CALIFORNIA CITY MUNI","ZLA","ZCL","RAL"
"2026/02/19","US","L71","AWP","CA","CALIFORNIA CITY","WEATHER SENSOR","AWOS-1","","","",""
"2026/02/19","US","L72","AWP","CA","TRONA","LANDING FACILITY","A","TRONA","ZLA","ZCL","RAL"
"2026/02/19","US","L73","AWP","CA","FAMOSO","LANDING FACILITY","A","POSO-KERN COUNTY","ZLA","ZCL","RIU"
"2026/02/19","US","L74","AWP","NV","MERCURY","SPECIAL USE RESOURCE","WEATHER STATION","WS NUCLEAR SUPPORT OFFICE","","",""
"2026/02/19","US","L76","AWP","NV","INDIAN SPRINGS","SPECIAL USE RESOURCE","WEATHER STATION","RANGE COMPLEX 65 WOS","","",""
"2026/02/19","US","L77","AWP","CA","CHIRIACO SUMMIT","LANDING FACILITY","A","CHIRIACO SUMMIT","ZLA","ZCL","RAL"
"2026/02/19","US","L78","AWP","CA","JACUMBA","LANDING FACILITY","A","JACUMBA","ZLA","ZCL","SAN"
"2026/02/19","US","L79","AWP","CA","OXNARD","SPECIAL USE RESOURCE","WEATHER STATION","CHANNEL ISLAND MARINA CVLN WOS","","",""
"2026/02/19","US","L80","AWP","CA","LONE PINE","LANDING FACILITY","A","MONACHE MEADOWS","ZLA","ZCL","RAL"
"2026/02/19","US","L82","AWP","CA","SAN PEDRO","SPECIAL USE RESOURCE","WEATHER STATION","TERMINAL ISLAND CVLN WOS","","",""
"2026/02/19","US","L83","ASW","LA","THIBODAUX","LANDING FACILITY","A","THIBODAUX MUNI","ZHU","ZCH","DRI"
"2026/02/19","US","L85","AAL","AK","SOLDOTNA","LANDING FACILITY","C","MACKEYS LAKES","ZAN","ZAN","ENA"
"2026/02/19","US","L87","ASW","LA","IDA","LANDING FACILITY","H","IDAS","ZFW","ZCF","DRI"
"2026/02/19","US","L88","AWP","CA","NEW CUYAMA","LANDING FACILITY","A","NEW CUYAMA","ZLA","ZCL","RIU"
"2026/02/19","US","L90","AWP","CA","OCOTILLO WELLS","LANDING FACILITY","A","OCOTILLO","ZLA","ZCL","SAN"
"2026/02/19","US","L92","AWP","NV","ALAMO","LANDING FACILITY","A","ALAMO LANDING FLD","ZLA","ZCL","RNO"
"2026/02/19","US","L93","AAL","AK","VALDEZ","LANDING FACILITY","C","ROBE LAKE","ZAN","ZAN","JNU"
"2026/02/19","US","L94","AWP","CA","TEHACHAPI","LANDING FACILITY","A","MOUNTAIN VALLEY","ZLA","ZCL","RIU"
"2026/02/19","US","L95","AAL","AK","BIG LAKE","LANDING FACILITY","C","JONES LANDING","ZAN","ZAN","ENA"
"2026/02/19","US","L96","AWP","CA","LOMPOC","SPECIAL USE RESOURCE","WEATHER STATION","POINT ARGUELLO CGLS/WOS","","",""
"2026/02/19","US","L97","AWP","CA","PALOS VERDES PENINSULA","SPECIAL USE RESOURCE","WEATHER STATION","POINT VINCENTE CGLS/WOS","","",""
"2026/02/19","US","L98","AWP","CA","EL CAPITAN BEACH","SPECIAL USE RESOURCE","WEATHER STATION","MARS","","",""
"2026/02/19","US","LA","AGL","IN","LAFAYETTE","NAVIGATION AID","NDB","EARLE","","","HUF"
"2026/02/19","US","LA00","ASW","LA","BATON ROUGE","LANDING FACILITY","H","BATON ROUGE GENERAL MEDICAL CENTER","ZHU","ZCH","DRI"
"2026/02/19","US","LA01","ASW","LA","BASILE","LANDING FACILITY","A","MILLERS FLYING SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA02","ASW","LA","PORT SULPHUR","LANDING FACILITY","H","PLAQUEMINES MEDICAL CENTER","ZHU","ZCH","DRI"
"2026/02/19","US","LA03","ASW","LA","EUNICE","LANDING FACILITY","A","PROP STOP","ZHU","ZCH","FTW"
"2026/02/19","US","LA04","ASW","LA","FORT NECESSITY","LANDING FACILITY","A","BAILEY AIR","ZHU","ZCH","FTW"
"2026/02/19","US","LA05","ASW","LA","BATON ROUGE","LANDING FACILITY","H","BATON ROUGE","ZHU","ZCH","DRI"
"2026/02/19","US","LA07","ASW","LA","ABITA SPRINGS","LANDING FACILITY","U","PRICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA10","ASW","LA","BOYCE","LANDING FACILITY","A","TRACEMONT FLD","ZHU","ZCH","DRI"
"2026/02/19","US","LA11","ASW","LA","OIL CITY","LANDING FACILITY","A","THACKERS","ZFW","ZCF","DRI"
"2026/02/19","US","LA12","ASW","LA","KENNER","LANDING FACILITY","H","LA STATE POLICE TROOP B","ZHU","ZCH","DRI"
"2026/02/19","US","LA13","ASW","LA","HAMMOND","LANDING FACILITY","A","SHAW CROP SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA14","ASW","LA","WEST MONROE","LANDING FACILITY","H","COFFMAN","ZFW","ZCF","DRI"
"2026/02/19","US","LA16","ASW","LA","BREAUX BRIDGE","LANDING FACILITY","A","CASTILLE FLD","ZHU","ZCH","DRI"
"2026/02/19","US","LA17","ASW","LA","COLFAX","LANDING FACILITY","A","KEYSTONE FARMS","ZHU","ZCH","DRI"
"2026/02/19","US","LA18","ASW","LA","BUNKIE","LANDING FACILITY","H","BUNKIE GENERAL HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA19","ASW","LA","COUSHATTA","LANDING FACILITY","H","CCHCC","ZFW","ZCF","DRI"
"2026/02/19","US","LA20","ASW","LA","ALEXANDRIA","LANDING FACILITY","H","ST FRANCIS CABRINI HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA22","AWP","CA","LIVERMORE","LANDING FACILITY","H","PG&E LIVERMORE TRAINING CENTER","ZOA","ZCO","OAK"
"2026/02/19","US","LA23","ASW","LA","COLUMBIA","LANDING FACILITY","H","CITIZENS MEDICAL CENTER","ZFW","ZCF","DRI"
"2026/02/19","US","LA24","ASW","LA","COVINGTON","LANDING FACILITY","H","ST TAMMANY PARISH HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA25","ASW","LA","MAMOU","LANDING FACILITY","A","CENTRAL FARMERS COOP","ZHU","ZCH","DRI"
"2026/02/19","US","LA28","ASW","LA","BATON ROUGE","LANDING FACILITY","H","LOUISIANA STATE POLICE HEADQUARTERS","ZHU","ZCH","DRI"
"2026/02/19","US","LA29","ASW","LA","LEESVILLE","LANDING FACILITY","H","BYRD RGNL HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA3","ASW","LA","JACKSON","LANDING FACILITY","A","FELICIANA AIRPARK","ZHU","ZCH","DRI"
"2026/02/19","US","LA31","ASW","LA","LACASSINE","LANDING FACILITY","A","GOTREAUX STRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA32","ASW","LA","LAKE ARTHUR","LANDING FACILITY","A","LAKE AIR SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA33","ASW","LA","MONROE","LANDING FACILITY","A","CUBA FARM","ZFW","ZCF","DRI"
"2026/02/19","US","LA35","ASW","LA","ALEXANDRIA","LANDING FACILITY","A","SUMMERVILLE","ZHU","ZCH","DRI"
"2026/02/19","US","LA36","ASW","LA","CONVENT","LANDING FACILITY","U","WHITEHALL","ZHU","ZCH","DRI"
"2026/02/19","US","LA37","ASW","LA","ST FRANCISVILLE","LANDING FACILITY","H","WEST FELICIANA PARISH HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA38","ASW","LA","SLIDELL","LANDING FACILITY","C","PELICAN","ZHU","ZCH","DRI"
"2026/02/19","US","LA40","ASW","LA","VIDALIA","LANDING FACILITY","A","F L BRAUGHTON","ZHU","ZCH","DRI"
"2026/02/19","US","LA41","ASW","LA","BREAUX BRIDGE","LANDING FACILITY","A","DUPUIS","ZHU","ZCH","DRI"
"2026/02/19","US","LA42","ASW","LA","WALKER","LANDING FACILITY","H","OUR LADY OF THE LAKE","ZHU","ZCH","DRI"
"2026/02/19","US","LA43","ASW","LA","NEW IBERIA","LANDING FACILITY","H","BRISTOW U S LLC 2","ZHU","ZCH","DRI"
"2026/02/19","US","LA44","ASW","LA","ST GABRIEL","LANDING FACILITY","H","CARVILLE ENERGY","ZHU","ZCH","DRI"
"2026/02/19","US","LA46","ASW","LA","PORT ALLEN","LANDING FACILITY","A","OMNI","ZHU","ZCH","DRI"
"2026/02/19","US","LA50","ASW","LA","HESSMER","LANDING FACILITY","A","DETEL","ZHU","ZCH","DRI"
"2026/02/19","US","LA51","ASW","LA","COUSHATTA","LANDING FACILITY","A","STUART AIRSTRIP","ZFW","ZCF","DRI"
"2026/02/19","US","LA52","ASW","LA","IOTA","LANDING FACILITY","A","DI'S CAJUN RESTAURANT","ZHU","ZCH","DRI"
"2026/02/19","US","LA53","ASW","LA","ST. JOSEPH","LANDING FACILITY","A","TENSAS FLYING SERVICE","ZME","ZCM","DRI"
"2026/02/19","US","LA54","ASW","LA","GILLIAM","LANDING FACILITY","A","GILLIAM","ZFW","ZCF","DRI"
"2026/02/19","US","LA55","ASW","LA","LAKE CHARLES","LANDING FACILITY","H","LAKE CHARLES MEML","ZHU","ZCH","DRI"
"2026/02/19","US","LA57","ASW","LA","EUNICE","LANDING FACILITY","A","KINDER AG SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA58","ASW","LA","NEW ORLEANS","LANDING FACILITY","H","UMCNO","ZHU","ZCH","DRI"
"2026/02/19","US","LA59","ASW","LA","THIBODAUX","LANDING FACILITY","H","THIBODAUX RGNL MEDICAL CENTER","ZHU","ZCH","DRI"
"2026/02/19","US","LA60","ASW","LA","ABBEVILLE","LANDING FACILITY","A","LIVE OAK LANDING STRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA61","ASW","LA","KAPLAN","LANDING FACILITY","A","KENAN AIRSTRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA62","ASW","LA","LAKE CHARLES","LANDING FACILITY","H","GRAND VIEW LODGE","ZHU","ZCH","DRI"
"2026/02/19","US","LA63","ASW","LA","BASTROP","LANDING FACILITY","A","TRAVIS","ZME","ZCM","DRI"
"2026/02/19","US","LA65","ASW","LA","EUNICE","LANDING FACILITY","H","ACADIAN MED CNTR","ZHU","ZCH","DRI"
"2026/02/19","US","LA67","ASW","LA","ANGOLA","LANDING FACILITY","A","ANGOLA AIRSTRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA68","ASW","LA","IOTA","LANDING FACILITY","A","ZAUNBRECHER STRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA69","ASW","LA","BATON ROUGE","LANDING FACILITY","H","JENKINS","ZHU","ZCH","DRI"
"2026/02/19","US","LA7","ASW","LA","VENICE","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","LA7","ASW","LA","VENICE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","LA71","ASW","LA","IOWA","LANDING FACILITY","A","O'BRIEN FLYING SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","LA72","ASW","LA","NEW IBERIA","LANDING FACILITY","H","IBERIA MEDICAL CENTER NORTH","ZHU","ZCH","DRI"
"2026/02/19","US","LA75","ASW","LA","DUSON","LANDING FACILITY","U","GLENN'S STRIP","ZHU","ZCH","DRI"
"2026/02/19","US","LA76","ASW","LA","BREAUX BRIDGE","LANDING FACILITY","A","SPILLERS CLUB","ZHU","ZCH","DRI"
"2026/02/19","US","LA77","ASW","LA","BUNKIE","LANDING FACILITY","A","TEBOW","ZHU","ZCH","DRI"
"2026/02/19","US","LA79","ASW","LA","AMITE","LANDING FACILITY","A","SYCAMORE","ZHU","ZCH","DRI"
"2026/02/19","US","LA80","ASW","LA","PLAQUEMINE","LANDING FACILITY","H","OCHSNER MEDICAL COMPLEX - IBERVILLE","ZHU","ZCH","DRI"
"2026/02/19","US","LA81","ASW","LA","BENTON","LANDING FACILITY","A","SONLEF AIR STRIP","ZFW","ZCF","DRI"
"2026/02/19","US","LA82","ASW","LA","ALEXANDRIA","LANDING FACILITY","H","VA MEDICAL CENTER","ZHU","ZCH","DRI"
"2026/02/19","US","LA83","ASW","LA","CLINTON","LANDING FACILITY","A","MC CUTCHEON FLD","ZHU","ZCH","DRI"
"2026/02/19","US","LA84","ASW","LA","GONZALES","LANDING FACILITY","H","ST ELIZABETH HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA85","ASW","LA","SHREVEPORT","LANDING FACILITY","H","CHRISTUS HIGHLAND","ZFW","ZCF","DRI"
"2026/02/19","US","LA86","ASW","LA","COCODRIE","LANDING FACILITY","H","KINETICA-COCODRIE","ZHU","ZCH","DRI"
"2026/02/19","US","LA87","ASW","LA","COVINGTON","LANDING FACILITY","A","COVINGTON-VINCENT","ZHU","ZCH","DRI"
"2026/02/19","US","LA88","ASW","LA","JENA","LANDING FACILITY","H","LASALLE GEN HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA89","ASW","LA","RACELAND","LANDING FACILITY","A","PIERCE FLD","ZHU","ZCH","DRI"
"2026/02/19","US","LA9","ASW","LA","INTRACOASTAL CITY","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","LA9","ASW","LA","INTRACOASTAL CITY","SPECIAL USE RESOURCE","WEATHER STATION","AWOS ASSOCIATED WITH ARPT LA09","","",""
"2026/02/19","US","LA9","ASW","LA","INTRACOASTAL CITY","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","LA90","ASW","LA","CROWLEY","LANDING FACILITY","A","LEBLANC","ZHU","ZCH","DRI"
"2026/02/19","US","LA92","ASW","LA","SUNSET","LANDING FACILITY","A","BRIGGS AIRFIELD","ZHU","ZCH","DRI"
"2026/02/19","US","LA93","ASW","LA","NEW ORLEANS","LANDING FACILITY","H","CHILDRENS HOSPITAL OF NEW ORLEANS","ZHU","ZCH","DRI"
"2026/02/19","US","LA94","ASW","LA","SPRINGHILL","LANDING FACILITY","H","MUDDY BOTTOMS","ZFW","ZCF","DRI"
"2026/02/19","US","LA95","ASW","LA","ABBEVILLE","LANDING FACILITY","H","ABBEVILLE GENERAL HOSPITAL","ZHU","ZCH","DRI"
"2026/02/19","US","LA96","ASW","LA","ST FRANCISVILLE","LANDING FACILITY","H","RIVERBEND","ZHU","ZCH","DRI"
"2026/02/19","US","LA99","ASW","LA","BATON ROUGE","LANDING FACILITY","H","MEDICAL CENTER OF BATON ROUGE","ZHU","ZCH","DRI"
"2026/02/19","US","LAA","ANM","CO","LAMAR","LANDING FACILITY","A","SOUTHEAST COLORADO RGNL","ZDV","ZCD","DEN"
"2026/02/19","US","LAA","ANM","CO","LAMAR","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","LAA","ANM","CO","LAMAR","NAVIGATION AID","VOR/DME","LAMAR","ZDV","ZCD","DEN"
